reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwidth_min,wwidth_q1,wwidth_q5,wwidth_q25,wwidth_q50,wwidth_avg,wwidth_q75,wwidth_q95,wwidth_q99,wwidth_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
237.000,0.145,0.172,0.182,0.205,0.235,0.269,0.289,0.483,0.704,1.346,0.490,0.544,0.564,0.611,0.669,0.738,0.778,1.166,1.607,2.892,-53.885,7.412,8.363,10.737,14.144,22.698,21.844,64.718,144.570,609.206,-93.500,0.142,0.168,0.216,0.242,0.235,0.261,0.279,0.291,1.392,-0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.014
238.000,0.101,0.121,0.128,0.142,0.160,0.178,0.192,0.298,0.405,0.678,0.402,0.442,0.455,0.484,0.520,0.557,0.584,0.795,1.010,1.556,21.866,32.721,37.062,47.501,62.668,100.588,97.003,287.788,640.573,2601.176,0.023,0.038,0.051,0.078,0.092,0.089,0.102,0.113,0.119,0.139,0.008,0.010,0.010,0.011,0.013,0.014,0.015,0.023,0.030,0.051
239.000,0.036,0.046,0.049,0.057,0.067,0.079,0.085,0.153,0.229,0.444,0.272,0.291,0.298,0.314,0.333,0.357,0.370,0.506,0.659,1.088,51.378,77.340,87.576,112.236,148.069,237.649,229.167,679.806,1515.367,6165.771,0.005,0.007,0.008,0.011,0.012,0.012,0.013,0.014,0.015,0.017,0.070,0.080,0.083,0.090,0.097,0.103,0.110,0.146,0.179,0.251
24.000,0.113,0.136,0.144,0.162,0.184,0.209,0.225,0.368,0.523,0.947,1.227,1.272,1.288,1.324,1.368,1.418,1.450,1.735,2.046,2.893,236.569,348.568,394.514,505.771,667.203,1070.660,1032.410,3063.993,6819.728,27564.734,0.007,0.012,0.016,0.027,0.033,0.031,0.037,0.042,0.044,0.053,0.022,0.026,0.028,0.031,0.036,0.040,0.044,0.071,0.100,0.174
240.000,0.069,0.087,0.093,0.106,0.123,0.142,0.154,0.263,0.379,0.688,0.339,0.374,0.386,0.413,0.446,0.485,0.509,0.726,0.958,1.576,51.595,77.311,87.576,112.237,148.084,237.648,229.192,680.180,1513.461,6143.058,0.010,0.014,0.018,0.024,0.027,0.026,0.029,0.031,0.032,0.036,0.032,0.036,0.037,0.040,0.043,0.046,0.049,0.065,0.080,0.117
241.000,0.048,0.061,0.065,0.075,0.088,0.103,0.111,0.196,0.288,0.541,0.296,0.322,0.331,0.350,0.375,0.405,0.423,0.592,0.777,1.282,56.603,84.699,95.940,122.953,162.234,260.320,251.083,745.257,1659.157,6725.305,0.006,0.008,0.010,0.014,0.016,0.015,0.017,0.018,0.019,0.021,0.055,0.062,0.064,0.069,0.075,0.079,0.084,0.112,0.137,0.195
242.000,0.037,0.047,0.050,0.058,0.068,0.080,0.086,0.155,0.232,0.444,0.274,0.293,0.300,0.316,0.335,0.360,0.373,0.510,0.663,1.089,56.698,84.721,95.940,122.964,162.227,260.323,251.053,745.125,1659.288,6720.791,0.004,0.006,0.007,0.010,0.011,0.011,0.012,0.013,0.014,0.015,0.076,0.086,0.089,0.096,0.104,0.111,0.118,0.158,0.193,0.273
243.000,0.039,0.050,0.054,0.062,0.072,0.085,0.092,0.164,0.243,0.461,0.279,0.300,0.307,0.323,0.344,0.370,0.384,0.527,0.686,1.122,61.675,92.108,104.303,133.682,176.354,283.028,272.931,809.744,1804.766,7304.583,0.004,0.006,0.007,0.010,0.011,0.011,0.012,0.013,0.014,0.015,0.076,0.086,0.089,0.096,0.104,0.111,0.118,0.159,0.195,0.279
244.000,0.035,0.045,0.048,0.055,0.065,0.077,0.083,0.150,0.225,0.436,0.270,0.289,0.296,0.311,0.330,0.354,0.366,0.500,0.650,1.072,61.766,92.108,104.303,133.681,176.365,283.028,272.963,809.519,1802.731,7310.479,0.004,0.005,0.006,0.009,0.010,0.009,0.011,0.011,0.012,0.013,0.087,0.098,0.102,0.110,0.119,0.127,0.135,0.180,0.219,0.307
245.000,0.177,0.209,0.220,0.244,0.272,0.301,0.323,0.487,0.649,1.050,0.555,0.619,0.641,0.688,0.745,0.802,0.847,1.174,1.498,2.300,67.135,99.504,112.667,144.405,190.520,305.710,294.841,874.806,1947.527,7905.277,0.017,0.028,0.038,0.057,0.068,0.065,0.075,0.082,0.086,0.100,0.012,0.014,0.014,0.016,0.017,0.019,0.020,0.030,0.041,0.070
246.000,0.033,0.041,0.045,0.051,0.060,0.072,0.077,0.140,0.210,0.407,0.266,0.283,0.289,0.303,0.321,0.343,0.355,0.479,0.620,1.014,67.106,99.494,112.667,144.413,190.520,305.707,294.820,874.839,1948.197,7907.789,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.010,0.010,0.011,0.102,0.116,0.120,0.130,0.141,0.150,0.160,0.214,0.263,0.372
247.000,0.038,0.047,0.051,0.059,0.069,0.082,0.088,0.158,0.237,0.457,0.275,0.295,0.302,0.318,0.338,0.363,0.377,0.517,0.674,1.114,72.266,106.885,121.030,155.134,204.661,328.437,316.723,939.814,2092.912,8488.639,0.004,0.005,0.006,0.008,0.009,0.009,0.010,0.011,0.011,0.012,0.094,0.106,0.110,0.118,0.128,0.136,0.145,0.192,0.235,0.329
248.000,0.170,0.200,0.211,0.233,0.260,0.287,0.309,0.464,0.619,1.007,0.541,0.601,0.621,0.666,0.720,0.775,0.817,1.129,1.439,2.214,72.509,106.918,121.030,155.151,204.678,328.440,316.723,939.689,2091.627,8485.121,0.014,0.024,0.033,0.050,0.059,0.056,0.065,0.071,0.075,0.087,0.013,0.016,0.016,0.018,0.020,0.022,0.023,0.035,0.048,0.081
249.000,0.050,0.063,0.068,0.078,0.091,0.106,0.115,0.203,0.301,0.569,0.300,0.326,0.335,0.355,0.382,0.413,0.431,0.607,0.801,1.339,72.531,106.899,121.030,155.138,204.677,328.438,316.732,939.264,2092.799,8479.503,0.005,0.007,0.009,0.011,0.013,0.013,0.014,0.015,0.015,0.017,0.067,0.075,0.078,0.084,0.090,0.096,0.101,0.133,0.162,0.225
25.000,0.034,0.043,0.046,0.054,0.063,0.077,0.082,0.157,0.250,0.539,1.068,1.086,1.093,1.108,1.127,1.154,1.165,1.314,1.499,2.079,243.012,355.992,402.878,516.483,681.385,1093.153,1054.194,3128.191,6963.424,28139.750,0.003,0.004,0.006,0.008,0.010,0.010,0.011,0.012,0.013,0.015,0.080,0.092,0.097,0.106,0.117,0.128,0.137,0.201,0.260,0.395
250.000,0.109,0.133,0.142,0.160,0.184,0.208,0.226,0.365,0.508,0.871,0.418,0.466,0.483,0.521,0.567,0.616,0.651,0.930,1.215,1.941,77.990,114.307,129.393,165.874,218.824,351.071,338.614,1004.245,2238.266,9052.100,0.010,0.016,0.021,0.028,0.032,0.031,0.035,0.037,0.039,0.043,0.027,0.030,0.031,0.033,0.036,0.039,0.041,0.057,0.072,0.113
251.000,0.053,0.066,0.071,0.082,0.096,0.113,0.122,0.218,0.325,0.634,0.306,0.332,0.342,0.364,0.392,0.426,0.444,0.635,0.851,1.469,77.953,114.305,129.393,165.876,218.828,351.070,338.601,1004.457,2236.558,9053.923,0.006,0.008,0.009,0.012,0.013,0.013,0.014,0.015,0.015,0.017,0.068,0.076,0.078,0.084,0.090,0.094,0.100,0.128,0.152,0.199
252.000,0.330,0.386,0.405,0.446,0.495,0.543,0.583,0.862,1.138,1.827,0.861,0.972,1.010,1.091,1.190,1.287,1.365,1.923,2.477,3.854,188.031,278.405,315.034,403.898,532.864,854.973,824.437,2445.631,5445.994,22023.844,0.017,0.028,0.037,0.055,0.065,0.062,0.071,0.078,0.081,0.093,0.012,0.014,0.015,0.016,0.018,0.020,0.021,0.031,0.042,0.069
253.000,0.321,0.374,0.393,0.432,0.480,0.527,0.565,0.835,1.103,1.770,0.842,0.949,0.986,1.065,1.160,1.254,1.329,1.870,2.406,3.739,272.404,404.019,457.211,586.182,773.353,1240.561,1196.672,3548.035,7903.607,31989.023,0.011,0.018,0.024,0.036,0.042,0.041,0.047,0.051,0.053,0.061,0.019,0.022,0.023,0.025,0.028,0.030,0.032,0.048,0.064,0.107
254.000,0.305,0.353,0.370,0.406,0.449,0.491,0.526,0.770,1.012,1.613,0.810,0.907,0.940,1.011,1.098,1.183,1.252,1.740,2.224,3.427,273.694,404.056,457.211,586.178,773.258,1240.558,1196.694,3548.560,7904.429,31955.508,0.009,0.016,0.021,0.032,0.038,0.036,0.042,0.046,0.048,0.056,0.021,0.024,0.025,0.028,0.031,0.034,0.036,0.055,0.075,0.127
255.000,0.102,0.126,0.134,0.153,0.176,0.202,0.219,0.368,0.528,0.960,0.403,0.451,0.468,0.505,0.552,0.605,0.639,0.937,1.256,2.121,283.795,418.882,473.938,607.629,801.586,1285.909,1240.531,3679.167,8193.609,33114.723,0.003,0.005,0.006,0.007,0.008,0.008,0.009,0.009,0.010,0.011,0.107,0.119,0.123,0.131,0.141,0.149,0.157,0.204,0.248,0.346
256.000,0.164,0.199,0.212,0.239,0.272,0.307,0.332,0.533,0.739,1.272,0.528,0.598,0.623,0.677,0.744,0.814,0.864,1.265,1.678,2.743,284.494,418.831,473.938,607.622,801.597,1285.909,1240.194,3679.376,8192.699,33086.488,0.006,0.008,0.011,0.014,0.016,0.015,0.017,0.018,0.019,0.021,0.055,0.061,0.063,0.068,0.073,0.077,0.082,0.110,0.137,0.206
257.000,0.091,0.113,0.121,0.138,0.160,0.184,0.200,0.339,0.490,0.903,0.383,0.426,0.442,0.476,0.519,0.569,0.599,0.878,1.180,2.005,299.422,441.042,499.028,639.794,844.009,1353.873,1305.938,3874.354,8626.392,34835.801,0.003,0.004,0.005,0.006,0.007,0.007,0.007,0.008,0.008,0.009,0.131,0.145,0.150,0.159,0.171,0.180,0.190,0.246,0.297,0.407
258.000,0.406,0.469,0.492,0.540,0.598,0.654,0.700,1.027,1.351,2.154,1.012,1.138,1.183,1.279,1.395,1.509,1.601,2.255,2.903,4.508,300.043,441.146,499.028,639.893,844.077,1353.877,1306.189,3872.672,8623.604,34814.086,0.015,0.024,0.033,0.048,0.056,0.054,0.062,0.068,0.071,0.082,0.014,0.016,0.017,0.019,0.021,0.023,0.024,0.036,0.048,0.080
259.000,0.391,0.451,0.473,0.519,0.576,0.630,0.675,0.991,1.305,2.081,0.982,1.103,1.146,1.239,1.351,1.461,1.550,2.183,2.810,4.361,343.210,500.409,565.935,725.780,957.391,1535.803,1481.431,4393.222,9775.955,39458.910,0.012,0.020,0.027,0.040,0.047,0.045,0.051,0.056,0.059,0.067,0.017,0.020,0.021,0.023,0.025,0.027,0.029,0.043,0.058,0.097
26.000,0.020,0.026,0.028,0.032,0.038,0.046,0.049,0.095,0.153,0.349,1.040,1.051,1.055,1.064,1.076,1.092,1.098,1.190,1.306,1.697,287.081,422.526,478.148,613.028,808.618,1297.482,1251.256,3714.060,8260.130,33391.434,0.001,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.162,0.188,0.197,0.216,0.240,0.263,0.282,0.416,0.544,0.826
260.000,0.368,0.425,0.446,0.490,0.543,0.595,0.637,0.936,1.232,1.964,0.936,1.050,1.091,1.179,1.286,1.389,1.474,2.072,2.664,4.129,343.993,500.405,565.935,725.845,957.504,1535.796,1481.265,4393.922,9784.463,39482.742,0.011,0.018,0.024,0.036,0.042,0.041,0.047,0.051,0.053,0.061,0.019,0.022,0.023,0.025,0.028,0.030,0.032,0.048,0.064,0.108
261.000,0.355,0.408,0.427,0.467,0.516,0.564,0.603,0.879,1.150,1.821,0.910,1.015,1.053,1.135,1.233,1.328,1.407,1.957,2.501,3.841,360.855,522.591,591.025,758.005,999.798,1603.622,1547.002,4586.393,10214.866,41229.219,0.009,0.015,0.021,0.031,0.037,0.036,0.041,0.045,0.047,0.055,0.021,0.025,0.026,0.028,0.031,0.035,0.037,0.056,0.076,0.130
262.000,0.100,0.122,0.130,0.148,0.171,0.196,0.212,0.356,0.511,0.926,0.399,0.443,0.460,0.496,0.541,0.592,0.625,0.913,1.221,2.051,376.623,544.785,616.116,790.221,1042.326,1671.686,1612.832,4782.955,10648.070,42964.418,0.002,0.003,0.004,0.005,0.006,0.006,0.007,0.007,0.007,0.008,0.147,0.162,0.167,0.179,0.192,0.203,0.214,0.280,0.341,0.479
263.000,0.108,0.132,0.141,0.161,0.185,0.213,0.231,0.388,0.558,1.025,0.417,0.464,0.482,0.522,0.571,0.627,0.662,0.977,1.317,2.251,376.988,544.799,616.116,790.199,1042.241,1671.685,1612.726,4780.272,10641.034,42969.625,0.003,0.004,0.005,0.006,0.007,0.007,0.007,0.008,0.008,0.009,0.131,0.144,0.149,0.158,0.170,0.179,0.188,0.243,0.292,0.398
264.000,0.395,0.455,0.477,0.525,0.583,0.641,0.686,1.021,1.360,2.219,0.989,1.110,1.154,1.249,1.366,1.482,1.572,2.243,2.919,4.638,388.601,559.667,632.842,811.727,1070.775,1717.232,1656.419,4909.528,10925.931,44112.715,0.012,0.019,0.025,0.037,0.043,0.041,0.047,0.051,0.053,0.060,0.019,0.022,0.023,0.025,0.027,0.030,0.032,0.046,0.060,0.096
265.000,0.370,0.426,0.447,0.493,0.548,0.603,0.646,0.967,1.293,2.125,0.939,1.053,1.095,1.185,1.295,1.407,1.492,2.134,2.785,4.449,389.307,559.717,632.842,811.688,1070.713,1717.208,1656.678,4912.862,10925.007,44098.441,0.011,0.018,0.023,0.033,0.038,0.037,0.042,0.046,0.048,0.054,0.021,0.024,0.025,0.028,0.030,0.033,0.035,0.051,0.066,0.104
266.000,0.343,0.394,0.413,0.455,0.506,0.558,0.597,0.898,1.209,2.008,0.885,0.988,1.026,1.109,1.211,1.316,1.394,1.996,2.617,4.216,395.615,567.056,641.206,822.500,1084.924,1739.886,1678.687,4976.529,11075.744,44659.695,0.010,0.015,0.020,0.028,0.033,0.032,0.036,0.040,0.041,0.047,0.025,0.028,0.029,0.032,0.035,0.038,0.041,0.059,0.076,0.117
267.000,0.227,0.272,0.289,0.326,0.372,0.422,0.457,0.743,1.042,1.814,0.654,0.743,0.777,0.852,0.944,1.045,1.113,1.685,2.283,3.827,437.732,626.464,708.113,908.390,1198.214,1921.146,1853.886,5497.983,12217.583,49259.324,0.007,0.011,0.013,0.016,0.018,0.017,0.019,0.020,0.020,0.022,0.053,0.057,0.058,0.062,0.065,0.069,0.072,0.091,0.110,0.157
268.000,0.353,0.407,0.428,0.472,0.526,0.580,0.622,0.930,1.238,2.001,0.905,1.015,1.056,1.144,1.252,1.360,1.444,2.061,2.676,4.203,438.901,626.336,708.113,908.424,1198.187,1921.130,1854.061,5491.584,12234.617,49244.570,0.009,0.015,0.019,0.028,0.032,0.031,0.035,0.038,0.039,0.044,0.026,0.029,0.031,0.033,0.036,0.040,0.042,0.061,0.080,0.130
269.000,0.293,0.343,0.362,0.402,0.451,0.500,0.539,0.820,1.100,1.794,0.786,0.886,0.923,1.004,1.103,1.200,1.277,1.839,2.399,3.787,444.320,633.895,716.476,919.176,1212.288,1943.599,1875.511,5558.625,12371.601,49805.609,0.007,0.012,0.015,0.021,0.024,0.023,0.026,0.028,0.029,0.033,0.036,0.040,0.041,0.044,0.048,0.052,0.055,0.077,0.101,0.162
27.000,0.073,0.094,0.101,0.119,0.141,0.170,0.184,0.347,0.530,1.029,1.147,1.188,1.203,1.237,1.282,1.340,1.369,1.693,2.060,3.059,297.459,437.285,494.875,634.486,836.980,1342.671,1295.076,3842.639,8553.038,34546.309,0.006,0.009,0.012,0.017,0.019,0.019,0.021,0.023,0.023,0.027,0.044,0.050,0.051,0.056,0.060,0.065,0.069,0.096,0.123,0.192
270.000,0.098,0.119,0.127,0.145,0.167,0.192,0.208,0.351,0.505,0.923,0.396,0.438,0.454,0.489,0.534,0.585,0.617,0.902,1.210,2.046,444.337,633.872,716.476,919.170,1212.327,1943.599,1875.738,5558.972,12367.131,49799.863,0.002,0.003,0.003,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.177,0.195,0.201,0.214,0.230,0.243,0.256,0.334,0.404,0.559
271.000,0.262,0.310,0.329,0.369,0.419,0.475,0.511,0.827,1.161,2.036,0.724,0.821,0.857,0.938,1.038,1.149,1.223,1.855,2.522,4.271,444.374,633.853,716.476,919.164,1212.341,1943.601,1875.875,5559.158,12365.978,49799.133,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.006,0.015,0.047,0.048,0.051,0.054,0.057,0.060,0.076,0.091,0.127
272.000,0.013,0.016,0.018,0.020,0.024,0.029,0.031,0.059,0.093,0.195,0.226,0.233,0.235,0.241,0.248,0.258,0.263,0.318,0.386,0.589,9.772,14.761,16.727,21.436,28.279,45.396,43.773,129.833,289.345,1181.352,0.006,0.009,0.012,0.017,0.019,0.018,0.021,0.023,0.024,0.028,0.042,0.049,0.051,0.055,0.061,0.066,0.070,0.099,0.124,0.179
273.000,0.017,0.022,0.023,0.027,0.032,0.038,0.041,0.078,0.121,0.248,0.234,0.243,0.247,0.254,0.264,0.277,0.283,0.355,0.441,0.696,14.683,22.145,25.090,32.154,42.419,68.072,65.652,194.739,434.034,1767.768,0.006,0.009,0.011,0.015,0.017,0.017,0.019,0.021,0.022,0.025,0.046,0.054,0.056,0.061,0.067,0.071,0.076,0.105,0.131,0.185
274.000,0.045,0.057,0.061,0.071,0.083,0.098,0.106,0.189,0.282,0.557,0.290,0.314,0.323,0.342,0.366,0.395,0.411,0.577,0.765,1.313,69.395,104.836,118.794,152.241,200.842,322.287,310.875,921.929,2054.942,8382.647,0.005,0.007,0.008,0.010,0.012,0.011,0.013,0.014,0.014,0.016,0.073,0.083,0.086,0.092,0.100,0.105,0.112,0.146,0.175,0.232
275.000,0.137,0.171,0.183,0.210,0.245,0.290,0.311,0.560,0.854,1.743,0.475,0.541,0.566,0.621,0.690,0.779,0.823,1.320,1.909,3.686,69.973,104.948,118.794,152.282,200.947,322.292,311.045,922.006,2052.396,8281.339,0.029,0.041,0.045,0.050,0.053,0.053,0.056,0.058,0.060,0.069,0.017,0.019,0.020,0.020,0.021,0.022,0.023,0.025,0.028,0.039
276.000,0.036,0.046,0.049,0.057,0.066,0.078,0.085,0.152,0.228,0.439,0.272,0.291,0.298,0.313,0.333,0.357,0.370,0.505,0.656,1.077,35.075,52.999,60.056,76.966,101.537,162.955,157.161,466.117,1038.881,4241.523,0.007,0.009,0.012,0.015,0.017,0.017,0.019,0.020,0.021,0.024,0.048,0.055,0.057,0.062,0.067,0.071,0.076,0.101,0.124,0.176
277.000,0.024,0.030,0.033,0.038,0.044,0.053,0.057,0.105,0.160,0.319,0.247,0.261,0.265,0.275,0.289,0.306,0.314,0.410,0.521,0.837,40.005,60.391,68.420,87.684,115.678,185.626,179.023,530.946,1184.124,4825.074,0.003,0.005,0.006,0.008,0.009,0.009,0.010,0.011,0.012,0.013,0.088,0.101,0.105,0.114,0.124,0.133,0.142,0.193,0.238,0.339
278.000,0.023,0.029,0.031,0.036,0.043,0.051,0.055,0.101,0.155,0.309,0.245,0.258,0.262,0.272,0.285,0.302,0.310,0.402,0.510,0.818,40.060,60.394,68.420,87.684,115.678,185.626,179.020,531.196,1184.048,4816.153,0.003,0.005,0.006,0.008,0.009,0.009,0.010,0.011,0.011,0.013,0.092,0.106,0.110,0.120,0.130,0.140,0.149,0.203,0.251,0.356
279.000,0.041,0.052,0.056,0.064,0.075,0.089,0.096,0.171,0.255,0.488,0.282,0.304,0.312,0.329,0.351,0.377,0.392,0.542,0.710,1.177,79.148,119.448,135.327,173.429,228.801,367.200,354.086,1050.387,2340.743,9538.988,0.004,0.005,0.006,0.008,0.009,0.009,0.010,0.011,0.011,0.012,0.094,0.106,0.110,0.119,0.128,0.136,0.145,0.192,0.235,0.330
28.000,0.133,0.159,0.168,0.188,0.214,0.243,0.261,0.424,0.599,1.067,1.266,1.317,1.336,1.377,1.428,1.485,1.522,1.848,2.198,3.134,303.552,444.755,503.238,645.210,851.171,1365.401,1316.982,3907.482,8697.147,35106.531,0.006,0.011,0.015,0.025,0.031,0.029,0.035,0.039,0.041,0.050,0.023,0.028,0.030,0.034,0.038,0.043,0.047,0.075,0.106,0.185
280.000,0.084,0.106,0.113,0.129,0.149,0.172,0.187,0.316,0.455,0.826,0.368,0.411,0.426,0.458,0.499,0.545,0.574,0.833,1.109,1.851,157.386,237.567,269.141,344.919,455.038,730.374,704.247,2088.687,4656.387,18976.174,0.004,0.006,0.008,0.010,0.011,0.011,0.012,0.013,0.014,0.015,0.077,0.086,0.088,0.094,0.101,0.107,0.113,0.149,0.182,0.261
281.000,0.047,0.060,0.064,0.074,0.086,0.101,0.109,0.193,0.285,0.541,0.294,0.319,0.328,0.347,0.372,0.402,0.419,0.586,0.771,1.283,157.517,237.558,269.141,344.919,455.048,730.378,704.178,2089.364,4655.978,18953.756,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.158,0.179,0.185,0.199,0.215,0.228,0.242,0.321,0.391,0.549
282.000,0.198,0.238,0.252,0.280,0.316,0.352,0.379,0.586,0.796,1.331,0.596,0.676,0.703,0.761,0.832,0.904,0.958,1.373,1.792,2.862,163.281,244.935,277.504,355.637,469.225,752.849,726.175,2154.574,4796.535,19468.930,0.010,0.017,0.021,0.030,0.035,0.033,0.038,0.041,0.043,0.048,0.024,0.027,0.028,0.031,0.033,0.036,0.038,0.054,0.070,0.111
283.000,0.126,0.155,0.165,0.187,0.214,0.243,0.263,0.427,0.599,1.048,0.452,0.510,0.531,0.574,0.628,0.685,0.726,1.055,1.398,2.296,163.755,244.972,277.504,355.637,469.203,752.842,726.157,2155.613,4798.382,19449.361,0.007,0.010,0.012,0.017,0.019,0.018,0.020,0.022,0.023,0.025,0.046,0.052,0.053,0.057,0.062,0.066,0.069,0.093,0.117,0.173
284.000,0.089,0.112,0.120,0.137,0.158,0.183,0.198,0.337,0.488,0.902,0.379,0.423,0.439,0.473,0.516,0.565,0.596,0.874,1.176,2.004,183.530,274.511,310.958,398.509,525.762,843.555,813.757,2415.790,5374.562,21788.666,0.005,0.006,0.007,0.010,0.011,0.010,0.012,0.012,0.013,0.014,0.082,0.092,0.095,0.101,0.108,0.114,0.120,0.155,0.186,0.255
285.000,0.254,0.298,0.313,0.345,0.385,0.424,0.455,0.682,0.911,1.489,0.708,0.796,0.826,0.890,0.969,1.048,1.110,1.564,2.022,3.178,194.444,289.266,327.685,419.952,554.076,889.017,857.393,2542.929,5664.572,22976.955,0.011,0.018,0.024,0.035,0.041,0.039,0.045,0.049,0.051,0.059,0.020,0.023,0.024,0.026,0.029,0.031,0.033,0.049,0.065,0.106
286.000,0.154,0.187,0.199,0.224,0.255,0.287,0.311,0.497,0.688,1.180,0.508,0.574,0.598,0.648,0.710,0.775,0.822,1.194,1.576,2.560,199.747,296.654,336.048,430.680,568.206,912.014,879.346,2609.018,5811.625,23579.420,0.007,0.011,0.013,0.018,0.020,0.020,0.022,0.024,0.024,0.027,0.043,0.048,0.049,0.053,0.057,0.061,0.064,0.088,0.111,0.168
287.000,0.088,0.109,0.117,0.133,0.154,0.177,0.192,0.324,0.465,0.841,0.376,0.419,0.434,0.467,0.508,0.555,0.584,0.848,1.129,1.883,199.580,296.688,336.048,430.704,568.249,912.009,879.396,2608.372,5811.845,23597.100,0.004,0.005,0.007,0.009,0.010,0.009,0.010,0.011,0.011,0.013,0.091,0.102,0.105,0.113,0.121,0.128,0.136,0.179,0.219,0.313
288.000,0.074,0.092,0.098,0.113,0.131,0.151,0.164,0.281,0.407,0.753,0.347,0.384,0.397,0.425,0.461,0.502,0.528,0.761,1.015,1.706,199.478,296.736,336.048,430.683,568.236,912.017,879.436,2609.594,5811.359,23607.311,0.003,0.004,0.005,0.007,0.008,0.007,0.008,0.009,0.009,0.010,0.115,0.129,0.133,0.142,0.153,0.162,0.171,0.225,0.273,0.382
289.000,0.126,0.150,0.159,0.178,0.203,0.230,0.247,0.404,0.576,1.049,1.252,1.301,1.318,1.357,1.405,1.460,1.494,1.808,2.153,3.097,281.657,415.070,469.862,602.320,794.607,1274.907,1229.647,3647.518,8121.135,32902.586,0.007,0.011,0.016,0.025,0.031,0.030,0.035,0.039,0.042,0.050,0.023,0.028,0.030,0.033,0.038,0.043,0.046,0.075,0.104,0.178
29.000,0.032,0.040,0.044,0.051,0.060,0.073,0.078,0.151,0.243,0.543,1.064,1.081,1.087,1.101,1.120,1.146,1.156,1.301,1.486,2.086,303.869,444.782,503.238,645.201,851.153,1365.396,1317.071,3906.374,8698.379,35116.348,0.002,0.003,0.004,0.006,0.007,0.007,0.008,0.009,0.009,0.011,0.107,0.123,0.129,0.141,0.156,0.170,0.182,0.262,0.335,0.488
290.000,0.051,0.065,0.070,0.081,0.095,0.115,0.123,0.230,0.359,0.737,1.103,1.130,1.140,1.162,1.191,1.229,1.247,1.461,1.717,2.474,282.592,415.003,469.862,602.309,794.597,1274.904,1229.663,3646.455,8124.725,32892.285,0.004,0.006,0.008,0.011,0.013,0.013,0.015,0.016,0.017,0.019,0.060,0.070,0.073,0.080,0.088,0.096,0.103,0.150,0.194,0.299
291.000,0.035,0.043,0.047,0.054,0.064,0.078,0.084,0.160,0.258,0.573,1.069,1.087,1.094,1.109,1.129,1.156,1.167,1.321,1.516,2.147,308.354,452.127,511.679,655.977,865.334,1388.476,1338.985,3971.956,8843.915,35775.680,0.003,0.004,0.005,0.007,0.008,0.008,0.009,0.010,0.010,0.012,0.100,0.116,0.121,0.133,0.147,0.160,0.172,0.248,0.317,0.461
292.000,0.042,0.053,0.057,0.066,0.079,0.097,0.104,0.206,0.340,0.789,1.083,1.105,1.114,1.132,1.158,1.195,1.207,1.411,1.679,2.578,308.795,452.157,511.679,655.954,865.347,1388.471,1339.065,3971.398,8847.396,35773.719,0.004,0.005,0.006,0.009,0.010,0.010,0.011,0.012,0.012,0.014,0.083,0.095,0.099,0.108,0.118,0.127,0.136,0.186,0.226,0.296
293.000,0.161,0.199,0.213,0.244,0.283,0.326,0.354,0.600,0.859,1.538,1.322,1.397,1.426,1.488,1.565,1.652,1.709,2.200,2.718,4.077,335.068,489.119,553.496,709.658,936.150,1501.733,1448.579,4295.667,9570.987,38653.703,0.010,0.017,0.022,0.033,0.039,0.037,0.043,0.047,0.049,0.056,0.021,0.024,0.025,0.027,0.030,0.033,0.035,0.052,0.070,0.116
294.000,0.182,0.219,0.233,0.263,0.301,0.343,0.371,0.610,0.863,1.525,1.363,1.438,1.465,1.526,1.602,1.686,1.742,2.221,2.727,4.051,336.127,489.233,553.496,709.712,936.275,1501.743,1448.607,4296.657,9571.949,38648.336,0.010,0.017,0.023,0.035,0.042,0.040,0.047,0.052,0.055,0.064,0.018,0.021,0.022,0.025,0.028,0.031,0.033,0.051,0.069,0.117
295.000,0.173,0.209,0.222,0.252,0.289,0.329,0.356,0.587,0.833,1.475,1.346,1.418,1.445,1.504,1.577,1.659,1.712,2.175,2.665,3.949,374.325,541.161,612.040,784.916,1035.333,1660.557,1602.087,4748.129,10566.878,42639.246,0.009,0.014,0.020,0.030,0.036,0.035,0.040,0.044,0.047,0.054,0.021,0.025,0.026,0.029,0.032,0.036,0.039,0.059,0.081,0.136
