gridno,date,latitude,longitude,altitude (m),temp max (°C),temp min (°C),temp avg (°C),wind speed (m/s),vapor pressure (kPa),precipitation (mm),E0 (mm/day),ES0 (mm/day),ET0 (mm/day),radiation (kJ/m2/day),snow depth (cm)
101096,1975-01-01,50.72749,5.27314,128,7.50,5.30,6.40,3.50,0.902,1.70,0.19,0.16,0.35,1231,
101096,1975-01-02,50.72749,5.27314,128,7.30,2.60,5.00,1.30,0.792,0.00,0.12,0.10,0.22,1998,
101096,1975-01-03,50.72749,5.27314,128,5.70,0.60,3.10,2.40,0.678,0.00,0.21,0.18,0.40,1316,
101096,1975-01-04,50.72749,5.27314,128,5.30,0.90,3.10,4.30,0.712,0.00,0.24,0.21,0.31,1654,
101096,1975-01-05,50.72749,5.27314,128,7.00,3.40,5.20,6.10,0.842,0.00,0.17,0.15,0.38,885,
101096,1975-01-06,50.72749,5.27314,128,9.20,5.50,7.30,7.20,0.946,0.60,0.28,0.27,0.55,810,
101096,1975-01-07,50.72749,5.27314,128,7.80,4.50,6.10,4.10,0.892,5.30,0.16,0.13,0.32,1469,
101096,1975-01-08,50.72749,5.27314,128,6.70,2.20,4.50,2.90,0.722,5.70,0.01,0.00,0.34,3271,
101096,1975-01-09,50.72749,5.27314,128,7.40,0.70,4.10,4.70,0.755,0.20,0.21,0.19,0.46,1114,
101096,1975-01-10,50.72749,5.27314,128,8.30,5.40,6.80,4.20,0.759,0.10,0.74,0.71,0.92,1521,
101096,1975-01-11,50.72749,5.27314,128,8.60,4.00,6.30,5.70,0.819,0.00,0.44,0.41,0.70,1749,
101096,1975-01-12,50.72749,5.27314,128,10.00,5.20,7.60,6.10,0.832,0.00,0.50,0.42,0.86,3784,
101096,1975-01-13,50.72749,5.27314,128,10.40,5.60,8.00,6.60,0.872,0.00,0.13,0.06,0.80,4655,
101096,1975-01-14,50.72749,5.27314,128,12.70,6.60,9.60,8.90,0.752,0.00,1.47,1.37,2.14,4404,
101096,1975-01-15,50.72749,5.27314,128,14.60,9.50,12.00,9.00,0.846,0.00,2.38,2.31,2.64,3207,
101096,1975-01-16,50.72749,5.27314,128,13.70,9.20,11.50,9.50,0.949,0.00,2.20,2.16,2.16,1657,
101096,1975-01-17,50.72749,5.27314,128,10.60,5.50,8.00,7.90,0.849,1.00,1.01,0.97,1.23,1994,
101096,1975-01-18,50.72749,5.27314,128,9.70,3.00,6.30,4.60,0.819,5.50,0.20,0.16,0.65,2789,
101096,1975-01-19,50.72749,5.27314,128,7.30,2.60,5.00,3.70,0.772,0.80,0.29,0.25,0.46,2364,
101096,1975-01-20,50.72749,5.27314,128,6.70,1.00,3.80,6.50,0.652,0.00,0.34,0.25,0.71,4554,
101096,1975-01-21,50.72749,5.27314,128,6.00,2.90,4.40,6.40,0.732,0.50,0.26,0.21,0.58,2596,
101096,1975-01-22,50.72749,5.27314,128,7.50,2.80,5.10,9.60,0.775,1.20,0.78,0.75,0.74,1811,
101096,1975-01-23,50.72749,5.27314,128,8.40,4.00,6.20,6.90,0.745,3.40,0.70,0.62,0.98,3953,
101096,1975-01-24,50.72749,5.27314,128,8.10,4.10,6.10,5.70,0.779,4.80,0.20,0.13,0.69,4689,
101096,1975-01-25,50.72749,5.27314,128,10.20,4.60,7.40,7.30,0.832,0.00,0.89,0.86,1.11,1457,
101096,1975-01-26,50.72749,5.27314,128,8.70,1.00,4.80,5.00,0.672,3.90,0.12,0.04,0.78,5852,
101096,1975-01-27,50.72749,5.27314,128,10.20,2.10,6.10,7.60,0.832,2.00,0.64,0.60,0.81,1707,
101096,1975-01-28,50.72749,5.27314,128,7.70,2.30,5.00,5.80,0.822,5.20,0.30,0.27,0.45,1559,
101096,1975-01-29,50.72749,5.27314,128,7.10,2.40,4.70,3.90,0.745,6.40,0.47,0.44,0.58,2731,
101096,1975-01-30,50.72749,5.27314,128,11.30,5.30,8.30,4.50,1.036,3.90,0.33,0.30,0.52,1668,
101096,1975-01-31,50.72749,5.27314,128,12.00,7.30,9.60,5.10,0.986,0.20,0.89,0.82,0.96,3109,
101096,1975-02-01,50.72749,5.27314,128,9.70,2.60,6.10,2.10,0.762,7.50,0.11,0.05,0.50,5955,
101096,1975-02-02,50.72749,5.27314,128,8.60,2.80,5.70,2.00,0.886,0.00,0.19,0.16,0.40,1632,
101096,1975-02-03,50.72749,5.27314,128,8.10,3.70,5.90,5.40,0.749,0.00,0.59,0.49,0.85,4785,
101096,1975-02-04,50.72749,5.27314,128,6.40,0.30,3.40,4.70,0.548,0.00,0.41,0.33,0.94,6430,
101096,1975-02-05,50.72749,5.27314,128,4.90,-2.30,1.30,2.90,0.521,0.00,0.01,0.00,0.49,7045,
101096,1975-02-06,50.72749,5.27314,128,7.30,-1.10,3.10,2.40,0.541,0.00,0.09,0.02,0.66,7433,
101096,1975-02-07,50.72749,5.27314,128,8.80,-2.10,3.30,2.40,0.565,0.00,0.04,0.00,0.62,7457,
101096,1975-02-08,50.72749,5.27314,128,8.50,-2.50,3.00,1.90,0.622,0.00,0.14,0.06,0.47,6965,
101096,1975-02-09,50.72749,5.27314,128,8.00,-2.10,2.90,2.10,0.488,0.00,0.09,0.03,0.72,8340,
101096,1975-02-10,50.72749,5.27314,128,12.30,1.30,6.80,3.60,0.755,0.00,0.46,0.31,1.05,6941,
101096,1975-02-11,50.72749,5.27314,128,12.10,5.40,8.70,3.20,0.856,0.00,0.86,0.76,1.01,4695,
101096,1975-02-12,50.72749,5.27314,128,11.70,6.80,9.20,4.40,0.966,1.00,0.77,0.68,0.95,3954,
101096,1975-02-13,50.72749,5.27314,128,8.70,4.40,6.60,5.90,0.832,0.10,0.70,0.64,0.83,3334,
101096,1975-02-14,50.72749,5.27314,128,5.40,1.60,3.50,2.70,0.688,1.40,0.30,0.27,0.55,1537,
101096,1975-02-15,50.72749,5.27314,128,3.70,-1.60,1.10,2.60,0.578,0.70,0.46,0.39,0.47,4521,
101096,1975-02-16,50.72749,5.27314,128,4.70,-4.10,0.30,3.30,0.408,0.00,0.54,0.39,0.92,9046,
101096,1975-02-17,50.72749,5.27314,128,6.70,-3.40,1.60,5.10,0.501,0.00,0.97,0.89,1.13,4764,
101096,1975-02-18,50.72749,5.27314,128,7.20,3.20,5.20,3.10,0.882,1.30,0.16,0.13,0.34,1714,
101096,1975-02-19,50.72749,5.27314,128,7.00,0.50,3.80,3.80,0.682,13.50,0.65,0.58,0.71,4022,
101096,1975-02-20,50.72749,5.27314,128,6.70,-1.30,2.70,3.30,0.585,0.20,0.51,0.33,0.80,9820,
101096,1975-02-21,50.72749,5.27314,128,8.70,-1.50,3.60,4.00,0.478,0.00,0.88,0.69,1.42,10441,
101096,1975-02-22,50.72749,5.27314,128,9.20,-1.90,3.70,2.70,0.538,0.00,0.61,0.44,1.08,9496,
101096,1975-02-23,50.72749,5.27314,128,10.50,1.00,5.80,1.60,0.658,0.00,0.42,0.22,0.91,10174,
101096,1975-02-24,50.72749,5.27314,128,10.00,-0.50,4.80,2.50,0.682,0.00,0.69,0.54,0.89,8199,
101096,1975-02-25,50.72749,5.27314,128,9.00,0.20,4.60,4.10,0.692,0.00,0.60,0.42,0.95,9425,
101096,1975-02-26,50.72749,5.27314,128,9.90,-0.50,4.70,3.30,0.575,0.00,0.84,0.62,1.31,11056,
101096,1975-02-27,50.72749,5.27314,128,10.90,-0.80,5.00,2.90,0.461,0.00,0.93,0.70,1.57,11452,
101096,1975-02-28,50.72749,5.27314,128,12.60,-0.70,5.90,2.10,0.585,0.00,0.89,0.69,1.31,9949,
101096,1975-03-01,50.72749,5.27314,128,13.80,1.20,7.50,3.80,0.695,0.00,1.44,1.29,1.68,7423,
101096,1975-03-02,50.72749,5.27314,128,14.40,6.40,10.40,5.90,0.936,0.00,1.67,1.51,1.77,7192,
101096,1975-03-03,50.72749,5.27314,128,13.40,6.50,9.90,4.60,0.939,1.80,1.54,1.40,1.45,6414,
101096,1975-03-04,50.72749,5.27314,128,11.90,6.80,9.30,4.50,0.963,0.50,1.24,1.14,1.16,4666,
101096,1975-03-05,50.72749,5.27314,128,11.00,6.10,8.60,4.50,0.922,0.00,1.16,1.06,1.08,4688,
101096,1975-03-06,50.72749,5.27314,128,9.70,6.10,7.90,4.50,0.919,1.00,0.92,0.84,0.89,3774,
101096,1975-03-07,50.72749,5.27314,128,10.40,6.20,8.30,5.10,0.963,0.90,0.82,0.75,0.89,3407,
101096,1975-03-08,50.72749,5.27314,128,10.70,4.90,7.80,4.30,0.802,11.20,1.52,1.35,1.40,7899,
101096,1975-03-09,50.72749,5.27314,128,10.20,5.60,7.90,3.30,0.886,0.00,0.90,0.82,0.95,3831,
101096,1975-03-10,50.72749,5.27314,128,9.00,5.40,7.20,2.30,0.866,2.30,1.02,0.90,0.88,5496,
101096,1975-03-11,50.72749,5.27314,128,7.40,4.50,6.00,1.80,0.869,1.80,0.53,0.47,0.59,3308,
101096,1975-03-12,50.72749,5.27314,128,6.50,4.40,5.40,4.50,0.839,0.60,0.42,0.37,0.55,2389,
101096,1975-03-13,50.72749,5.27314,128,6.60,3.90,5.30,3.40,0.826,0.30,0.51,0.45,0.58,2971,
101096,1975-03-14,50.72749,5.27314,128,5.50,3.60,4.50,1.60,0.785,0.10,0.34,0.29,0.54,2419,
101096,1975-03-15,50.72749,5.27314,128,5.50,3.00,4.20,2.70,0.785,0.20,0.39,0.34,0.51,2707,
101096,1975-03-16,50.72749,5.27314,128,5.60,0.10,2.90,2.60,0.622,5.10,1.05,0.91,0.90,7695,
101096,1975-03-17,50.72749,5.27314,128,4.30,-2.20,1.00,4.60,0.615,0.30,0.86,0.74,0.64,6925,
101096,1975-03-18,50.72749,5.27314,128,2.50,-2.40,0.10,7.40,0.531,7.20,1.20,1.07,0.80,7512,
101096,1975-03-19,50.72749,5.27314,128,4.30,-1.10,1.60,6.20,0.652,2.40,0.39,0.35,0.49,2406,
101096,1975-03-20,50.72749,5.27314,128,6.30,1.10,3.70,2.80,0.655,11.40,1.26,1.09,1.01,8830,
101096,1975-03-21,50.72749,5.27314,128,9.30,1.90,5.60,2.60,0.699,0.00,1.42,1.21,1.31,10528,
101096,1975-03-22,50.72749,5.27314,128,7.50,1.20,4.40,3.60,0.715,0.00,0.85,0.77,0.86,4301,
101096,1975-03-23,50.72749,5.27314,128,8.10,-0.30,3.90,2.40,0.548,7.10,1.55,1.29,1.59,14397,
101096,1975-03-24,50.72749,5.27314,128,7.80,0.30,4.10,4.60,0.722,1.50,1.08,0.95,0.96,7206,
101096,1975-03-25,50.72749,5.27314,128,6.20,0.20,3.20,4.80,0.605,4.50,1.47,1.32,1.18,8333,
101096,1975-03-26,50.72749,5.27314,128,6.30,1.20,3.70,4.00,0.749,0.30,0.45,0.40,0.57,2821,
101096,1975-03-27,50.72749,5.27314,128,5.60,-0.50,2.60,3.50,0.702,8.50,0.64,0.57,0.58,4389,
101096,1975-03-28,50.72749,5.27314,128,3.90,-0.50,1.70,3.30,0.628,17.00,0.92,0.81,0.72,5858,
101096,1975-03-29,50.72749,5.27314,128,5.80,-0.10,2.80,4.50,0.588,3.00,1.67,1.43,1.42,13321,
101096,1975-03-30,50.72749,5.27314,128,6.70,0.00,3.30,2.40,0.682,2.40,1.19,1.05,0.95,8084,
101096,1975-03-31,50.72749,5.27314,128,6.50,-1.00,2.80,2.10,0.568,1.30,1.47,1.25,1.29,12021,
101096,1975-04-01,50.72749,5.27314,128,7.70,1.30,4.50,2.60,0.665,0.30,1.43,1.25,1.23,9413,
101096,1975-04-02,50.72749,5.27314,128,5.30,0.90,3.10,4.00,0.729,2.60,0.45,0.39,0.54,3006,
101096,1975-04-03,50.72749,5.27314,128,5.80,0.20,3.00,1.90,0.635,15.50,1.26,1.10,1.05,8574,
101096,1975-04-04,50.72749,5.27314,128,6.80,0.10,3.40,2.70,0.699,0.20,1.23,1.07,0.99,8407,
101096,1975-04-05,50.72749,5.27314,128,6.70,-1.30,2.70,2.50,0.568,0.10,1.69,1.42,1.54,14953,
101096,1975-04-06,50.72749,5.27314,128,5.40,0.40,2.90,1.70,0.715,3.90,0.67,0.59,0.66,4760,
101096,1975-04-07,50.72749,5.27314,128,6.30,0.20,3.20,6.30,0.595,3.10,1.92,1.75,1.41,9320,
101096,1975-04-08,50.72749,5.27314,128,7.60,0.70,4.20,5.90,0.642,1.30,2.03,1.77,1.62,13199,
101096,1975-04-09,50.72749,5.27314,128,6.70,0.40,3.50,3.30,0.682,0.40,1.19,1.06,1.01,7115,
101096,1975-04-10,50.72749,5.27314,128,5.00,-1.00,2.00,3.10,0.568,4.00,1.64,1.42,1.28,12703,
101096,1975-04-11,50.72749,5.27314,128,6.50,0.70,3.60,3.30,0.712,0.20,0.79,0.71,0.77,4409,
101096,1975-04-12,50.72749,5.27314,128,8.40,3.60,6.00,3.80,0.886,1.30,0.65,0.58,0.67,3833,
101096,1975-04-13,50.72749,5.27314,128,11.40,5.20,8.30,3.00,0.909,0.70,1.70,1.53,1.36,7906,
101096,1975-04-14,50.72749,5.27314,128,14.40,9.30,11.80,5.00,1.213,2.20,1.49,1.36,1.30,5557,
101096,1975-04-15,50.72749,5.27314,128,12.80,7.00,9.90,4.10,1.023,6.50,1.90,1.69,1.54,9153,
101096,1975-04-16,50.72749,5.27314,128,10.00,5.30,7.60,2.60,0.922,4.20,0.85,0.76,0.91,4170,
101096,1975-04-17,50.72749,5.27314,128,10.80,4.30,7.50,2.70,0.886,1.20,1.70,1.52,1.29,8565,
101096,1975-04-18,50.72749,5.27314,128,16.00,9.50,12.70,2.90,1.213,3.40,2.23,1.97,1.81,10838,
101096,1975-04-19,50.72749,5.27314,128,16.80,10.60,13.70,2.80,1.293,3.10,1.24,1.13,1.35,4437,
101096,1975-04-20,50.72749,5.27314,128,15.00,7.60,11.30,2.20,1.006,2.90,2.64,2.32,2.14,13572,
101096,1975-04-21,50.72749,5.27314,128,16.90,5.30,11.10,1.50,0.932,0.00,2.87,2.40,2.71,20162,
101096,1975-04-22,50.72749,5.27314,128,19.80,8.10,13.90,2.60,0.999,0.00,3.58,3.06,3.39,21301,
101096,1975-04-23,50.72749,5.27314,128,19.30,8.10,13.70,3.90,1.233,0.00,3.09,2.69,2.69,16427,
101096,1975-04-24,50.72749,5.27314,128,15.50,6.30,10.90,3.20,1.10,0.00,2.29,2.03,1.84,11459,
101096,1975-04-25,50.72749,5.27314,128,15.20,4.60,9.90,3.90,0.879,0.00,3.37,2.93,2.81,19829,
101096,1975-04-26,50.72749,5.27314,128,12.70,6.80,9.70,2.30,0.986,0.00,1.47,1.33,1.33,6436,
101096,1975-04-27,50.72749,5.27314,128,14.60,3.60,9.10,1.60,0.876,0.00,3.15,2.68,2.65,21317,
101096,1975-04-28,50.72749,5.27314,128,20.10,6.50,13.30,2.70,0.976,0.00,3.90,3.35,3.60,22737,
101096,1975-04-29,50.72749,5.27314,128,23.40,11.80,17.60,4.20,1.096,0.00,4.67,4.14,4.47,19895,
101096,1975-04-30,50.72749,5.27314,128,17.80,5.50,11.70,3.60,0.932,3.70,3.38,2.98,2.97,16946,
101096,1975-05-01,50.72749,5.27314,128,15.90,4.10,10.00,3.90,0.725,0.00,3.80,3.33,3.42,20817,
101096,1975-05-02,50.72749,5.27314,128,16.90,6.60,11.80,3.40,1.013,0.00,3.24,2.89,2.59,15190,
101096,1975-05-03,50.72749,5.27314,128,13.50,3.40,8.40,4.40,0.892,9.80,2.60,2.29,2.09,14122,
101096,1975-05-04,50.72749,5.27314,128,11.80,4.00,7.90,4.70,0.839,0.90,2.62,2.32,2.04,14667,
101096,1975-05-05,50.72749,5.27314,128,14.80,5.60,10.20,7.00,0.889,2.40,3.94,3.52,2.98,18705,
101096,1975-05-06,50.72749,5.27314,128,16.60,7.40,12.00,5.60,1.036,0.00,2.99,2.74,2.43,10671,
101096,1975-05-07,50.72749,5.27314,128,17.90,9.20,13.60,3.70,1.156,2.90,3.01,2.66,2.65,14117,
101096,1975-05-08,50.72749,5.27314,128,17.20,5.80,11.50,2.60,1.006,0.00,3.21,2.82,2.67,16872,
101096,1975-05-09,50.72749,5.27314,128,17.90,7.70,12.80,3.30,1.153,0.00,2.78,2.45,2.43,13556,
101096,1975-05-10,50.72749,5.27314,128,16.60,8.50,12.50,4.10,1.123,0.20,2.93,2.63,2.38,12665,
101096,1975-05-11,50.72749,5.27314,128,16.70,6.70,11.70,3.10,1.11,0.00,3.02,2.64,2.47,15827,
101096,1975-05-12,50.72749,5.27314,128,15.20,3.00,9.10,2.60,0.792,0.60,3.38,2.92,2.94,20784,
101096,1975-05-13,50.72749,5.27314,128,17.40,6.70,12.00,3.20,0.969,0.00,3.28,2.96,2.72,13843,
101096,1975-05-14,50.72749,5.27314,128,16.50,9.80,13.10,2.30,1.123,0.90,3.25,2.87,2.63,15881,
101096,1975-05-15,50.72749,5.27314,128,17.70,8.50,13.10,1.90,1.14,0.10,2.89,2.57,2.34,13065,
101096,1975-05-16,50.72749,5.27314,128,19.40,8.80,14.10,2.40,1.28,0.00,3.45,3.01,2.87,17847,
101096,1975-05-17,50.72749,5.27314,128,22.30,11.30,16.80,2.70,1.334,0.00,4.44,3.90,3.82,20693,
101096,1975-05-18,50.72749,5.27314,128,21.30,10.30,15.80,2.50,1.357,0.30,4.34,3.80,3.46,20934,
101096,1975-05-19,50.72749,5.27314,128,14.90,8.50,11.70,1.70,1.126,0.00,1.71,1.51,1.64,8572,
101096,1975-05-20,50.72749,5.27314,128,18.60,5.70,12.20,2.70,1.019,0.00,4.52,3.89,3.79,26587,
101096,1975-05-21,50.72749,5.27314,128,18.20,6.70,12.50,3.10,0.993,0.00,3.97,3.48,3.34,20467,
101096,1975-05-22,50.72749,5.27314,128,14.80,4.30,9.60,3.40,0.742,0.00,4.16,3.65,3.40,22949,
101096,1975-05-23,50.72749,5.27314,128,12.40,2.20,7.30,2.70,0.729,0.00,2.80,2.48,2.27,15054,
101096,1975-05-24,50.72749,5.27314,128,12.60,4.70,8.60,2.00,0.775,0.00,2.64,2.36,2.13,12826,
101096,1975-05-25,50.72749,5.27314,128,17.40,3.80,10.60,3.20,0.872,0.00,3.11,2.79,2.74,13835,
101096,1975-05-26,50.72749,5.27314,128,18.60,7.70,13.10,4.40,0.989,0.00,4.34,3.89,3.55,18536,
101096,1975-05-27,50.72749,5.27314,128,19.00,9.30,14.20,3.60,1.15,0.00,3.17,2.89,2.64,11375,
101096,1975-05-28,50.72749,5.27314,128,22.10,10.80,16.40,2.90,1.193,0.00,4.75,4.15,4.21,22670,
101096,1975-05-29,50.72749,5.27314,128,21.00,7.50,14.20,3.50,1.136,0.00,4.70,4.16,3.78,21746,
101096,1975-05-30,50.72749,5.27314,128,14.70,6.70,10.70,2.80,0.852,0.00,2.72,2.48,2.32,10694,
101096,1975-05-31,50.72749,5.27314,128,13.40,4.00,8.70,3.00,0.732,0.00,3.67,3.22,3.00,20701,
101096,1975-06-01,50.72749,5.27314,128,13.50,1.80,7.60,1.90,0.782,0.00,2.86,2.50,2.38,17504,
101096,1975-06-02,50.72749,5.27314,128,13.60,3.80,8.70,6.10,0.846,0.40,3.50,3.14,2.63,16671,
101096,1975-06-03,50.72749,5.27314,128,12.10,4.70,8.40,5.20,0.882,6.00,2.11,1.92,1.73,9005,
101096,1975-06-04,50.72749,5.27314,128,12.80,5.30,9.00,2.40,0.902,3.40,2.69,2.35,2.22,15327,
101096,1975-06-05,50.72749,5.27314,128,18.00,4.50,11.20,2.00,0.819,5.10,4.28,3.75,3.52,22960,
101096,1975-06-06,50.72749,5.27314,128,21.70,10.80,16.20,2.40,1.016,0.00,5.04,4.40,4.44,24846,
101096,1975-06-07,50.72749,5.27314,128,23.50,10.20,16.80,2.50,0.999,0.00,5.59,4.86,4.99,27644,
101096,1975-06-08,50.72749,5.27314,128,23.60,9.30,16.40,3.00,0.936,0.00,5.58,4.88,5.06,26674,
101096,1975-06-09,50.72749,5.27314,128,23.70,9.80,16.70,3.40,1.156,0.00,5.62,4.91,4.92,26694,
101096,1975-06-10,50.72749,5.27314,128,24.40,12.30,18.30,3.50,1.551,0.00,4.66,4.13,3.91,19920,
101096,1975-06-11,50.72749,5.27314,128,25.00,14.80,19.90,3.90,1.638,0.10,5.22,4.63,4.35,21027,
101096,1975-06-12,50.72749,5.27314,128,26.60,13.20,19.90,2.60,1.511,0.00,5.67,4.95,5.02,25749,
101096,1975-06-13,50.72749,5.27314,128,27.10,14.00,20.60,2.40,1.387,0.00,5.73,5.02,5.14,25115,
101096,1975-06-14,50.72749,5.27314,128,25.70,12.90,19.30,2.50,1.624,0.00,4.78,4.26,3.92,19069,
101096,1975-06-15,50.72749,5.27314,128,22.30,13.20,17.70,2.80,1.748,0.20,2.62,2.36,2.17,9558,
101096,1975-06-16,50.72749,5.27314,128,18.40,8.60,13.50,2.90,1.11,3.80,4.02,3.56,3.30,18837,
101096,1975-06-17,50.72749,5.27314,128,18.70,10.40,14.50,2.50,1.417,0.10,2.53,2.24,2.13,11258,
101096,1975-06-18,50.72749,5.27314,128,15.70,10.30,13.00,2.00,1.367,4.40,1.75,1.56,1.47,7885,
101096,1975-06-19,50.72749,5.27314,128,21.00,9.50,15.20,1.60,1.247,1.90,4.76,4.12,4.03,25264,
101096,1975-06-20,50.72749,5.27314,128,23.30,11.10,17.20,2.60,1.397,0.00,4.79,4.21,3.97,21832,
101096,1975-06-21,50.72749,5.27314,128,21.60,14.00,17.80,2.80,1.811,0.00,2.46,2.20,2.09,9840,
101096,1975-06-22,50.72749,5.27314,128,22.50,15.50,19.00,2.60,2.099,9.70,1.67,1.49,1.47,6754,
101096,1975-06-23,50.72749,5.27314,128,20.60,15.80,18.20,1.50,1.992,11.80,2.06,1.83,1.68,8421,
101096,1975-06-24,50.72749,5.27314,128,20.40,14.90,17.60,3.00,1.938,0.30,1.37,1.22,1.25,5734,
101096,1975-06-25,50.72749,5.27314,128,18.90,10.80,14.90,2.40,1.307,9.50,4.68,4.08,3.64,23658,
101096,1975-06-26,50.72749,5.27314,128,21.90,8.90,15.40,2.70,1.334,0.00,5.24,4.53,4.33,27762,
101096,1975-06-27,50.72749,5.27314,128,18.50,12.30,15.40,4.00,1.40,0.00,3.27,2.96,2.53,11725,
101096,1975-06-28,50.72749,5.27314,128,15.60,9.90,12.80,2.50,1.066,0.00,2.31,2.11,2.03,8342,
101096,1975-06-29,50.72749,5.27314,128,16.50,6.80,11.70,3.00,1.113,0.00,3.19,2.83,2.45,15316,
101096,1975-06-30,50.72749,5.27314,128,18.90,9.30,14.10,3.30,1.23,0.60,3.51,3.10,2.98,16551,
101096,1975-07-01,50.72749,5.27314,128,20.50,6.60,13.60,2.70,1.09,5.50,4.97,4.32,4.12,26334,
101096,1975-07-02,50.72749,5.27314,128,20.60,9.90,15.20,2.20,1.387,0.00,3.76,3.33,2.95,16704,
101096,1975-07-03,50.72749,5.27314,128,24.70,15.10,19.90,4.10,1.738,0.00,5.26,4.68,4.18,21033,
101096,1975-07-04,50.72749,5.27314,128,23.30,14.70,19.00,4.50,1.748,0.00,4.46,3.98,3.44,17307,
101096,1975-07-05,50.72749,5.27314,128,22.00,11.10,16.50,2.10,1.604,22.40,2.83,2.51,2.37,12248,
101096,1975-07-06,50.72749,5.27314,128,22.50,11.70,17.10,2.20,1.554,3.40,4.56,3.98,3.71,22106,
101096,1975-07-07,50.72749,5.27314,128,27.30,13.30,20.30,2.70,1.684,0.00,5.70,4.97,4.95,25836,
101096,1975-07-08,50.72749,5.27314,128,29.30,16.40,22.80,2.60,1.922,0.00,5.53,4.88,4.83,22276,
101096,1975-07-09,50.72749,5.27314,128,26.10,14.80,20.50,2.60,1.825,20.00,5.18,4.55,4.29,22285,
101096,1975-07-10,50.72749,5.27314,128,24.40,14.70,19.50,2.40,1.648,0.00,4.64,4.05,4.04,21062,
101096,1975-07-11,50.72749,5.27314,128,25.30,15.30,20.30,2.30,1.838,26.80,4.12,3.65,3.39,16762,
101096,1975-07-12,50.72749,5.27314,128,23.00,12.90,17.90,3.00,1.624,1.30,3.76,3.36,3.07,14864,
101096,1975-07-13,50.72749,5.27314,128,24.40,16.40,20.40,2.80,1.741,0.00,4.56,4.06,3.74,17862,
101096,1975-07-14,50.72749,5.27314,128,29.90,15.90,22.90,3.30,1.935,0.00,6.09,5.37,5.40,24532,
101096,1975-07-15,50.72749,5.27314,128,25.60,15.60,20.60,4.70,1.671,0.00,4.97,4.45,4.45,18705,
101096,1975-07-16,50.72749,5.27314,128,21.30,13.90,17.60,3.80,1.521,0.00,3.83,3.44,3.16,14774,
101096,1975-07-17,50.72749,5.27314,128,22.60,13.90,18.20,1.90,1.688,0.00,3.48,3.11,2.73,13832,
101096,1975-07-18,50.72749,5.27314,128,23.30,14.70,19.00,2.10,1.795,0.30,3.67,3.24,3.00,15727,
101096,1975-07-19,50.72749,5.27314,128,22.20,12.20,17.20,2.50,1.644,10.60,3.00,2.66,2.52,12614,
101096,1975-07-20,50.72749,5.27314,128,21.20,14.20,17.70,2.50,1.878,7.90,1.91,1.71,1.61,7607,
101096,1975-07-21,50.72749,5.27314,128,22.10,14.70,18.40,2.60,1.624,1.90,3.52,3.14,2.95,14128,
101096,1975-07-22,50.72749,5.27314,128,21.70,11.00,16.30,3.80,1.347,0.00,4.45,3.94,3.68,19537,
101096,1975-07-23,50.72749,5.27314,128,24.00,14.70,19.40,4.00,1.547,0.00,4.94,4.42,4.19,19020,
101096,1975-07-24,50.72749,5.27314,128,21.30,12.30,16.80,4.30,1.337,1.40,4.73,4.18,3.97,20712,
101096,1975-07-25,50.72749,5.27314,128,19.20,10.60,14.90,3.00,1.307,1.80,3.59,3.16,2.95,17139,
101096,1975-07-26,50.72749,5.27314,128,19.80,8.10,13.90,1.70,1.19,5.00,3.32,2.92,2.76,15837,
101096,1975-07-27,50.72749,5.27314,128,20.80,13.80,17.30,1.30,1.584,0.00,2.46,2.21,2.00,9170,
101096,1975-07-28,50.72749,5.27314,128,22.90,12.70,17.80,1.30,1.648,0.00,3.63,3.15,3.08,17796,
101096,1975-07-29,50.72749,5.27314,128,25.80,12.60,19.20,1.30,1.594,0.00,4.83,4.16,4.22,24497,
101096,1975-07-30,50.72749,5.27314,128,28.40,14.50,21.50,1.40,1.705,0.00,5.03,4.35,4.50,23984,
101096,1975-07-31,50.72749,5.27314,128,30.30,16.00,23.20,2.20,1.882,0.00,5.00,4.38,4.55,21227,
101096,1975-08-01,50.72749,5.27314,128,28.20,15.70,21.90,2.30,1.932,6.20,4.84,4.25,4.12,20652,
101096,1975-08-02,50.72749,5.27314,128,27.50,14.30,20.90,2.20,1.678,0.00,5.09,4.43,4.49,23572,
101096,1975-08-03,50.72749,5.27314,128,29.70,14.90,22.30,2.10,1.624,0.00,5.24,4.55,4.86,23705,
101096,1975-08-04,50.72749,5.27314,128,32.20,17.00,24.60,3.00,1.892,0.00,5.98,5.26,5.62,24326,
101096,1975-08-05,50.72749,5.27314,128,32.70,18.30,25.50,2.80,1.651,0.00,6.02,5.30,5.75,23843,
101096,1975-08-06,50.72749,5.27314,128,32.90,16.90,24.90,1.90,1.721,0.00,5.50,4.79,5.17,23621,
101096,1975-08-07,50.72749,5.27314,128,32.60,18.40,25.50,2.50,1.748,0.00,5.69,4.99,5.36,23097,
101096,1975-08-08,50.72749,5.27314,128,32.90,18.70,25.80,2.90,1.778,0.00,5.73,5.04,5.45,22524,
101096,1975-08-09,50.72749,5.27314,128,33.10,18.90,26.00,3.30,2.065,0.00,5.28,4.73,5.04,18308,
101096,1975-08-10,50.72749,5.27314,128,27.80,15.90,21.80,2.70,2.065,0.00,3.54,3.12,3.16,14349,
101096,1975-08-11,50.72749,5.27314,128,19.90,15.00,17.40,1.70,1.798,13.10,1.85,1.64,1.51,7546,
