gridno,date,latitude,longitude,altitude (m),temp max (°C),temp min (°C),temp avg (°C),wind speed (m/s),vapor pressure (kPa),precipitation (mm),E0 (mm/day),ES0 (mm/day),ET0 (mm/day),radiation (kJ/m2/day),snow depth (cm)
101096,1980-03-05,50.72749,5.27314,128,9.00,0.60,4.80,4.00,0.561,0.00,1.26,1.03,1.54,12035,
101096,1980-03-06,50.72749,5.27314,128,8.90,4.20,6.50,7.20,0.839,0.00,0.96,0.89,0.96,3045,
101096,1980-03-07,50.72749,5.27314,128,8.50,5.10,6.80,7.40,0.752,3.20,1.63,1.51,1.42,5636,
101096,1980-03-08,50.72749,5.27314,128,8.10,3.40,5.70,2.20,0.722,0.20,0.91,0.81,0.92,4689,
101096,1980-03-09,50.72749,5.27314,128,7.80,1.00,4.40,2.30,0.752,0.00,0.74,0.65,0.68,4516,
101096,1980-03-10,50.72749,5.27314,128,8.90,3.60,6.20,3.00,0.795,0.20,1.07,0.94,0.95,6057,
101096,1980-03-11,50.72749,5.27314,128,9.10,4.10,6.60,2.40,0.802,3.10,1.10,0.97,0.99,6191,
101096,1980-03-12,50.72749,5.27314,128,8.30,2.70,5.50,6.10,0.799,0.00,0.87,0.80,0.85,3872,
101096,1980-03-13,50.72749,5.27314,128,7.80,4.90,6.30,2.00,0.846,7.60,0.72,0.64,0.72,4045,
101096,1980-03-14,50.72749,5.27314,128,8.00,2.70,5.40,4.70,0.749,1.30,1.39,1.27,1.00,6527,
101096,1980-03-15,50.72749,5.27314,128,5.10,1.20,3.20,3.60,0.675,0.00,0.49,0.45,0.65,2601,
101096,1980-03-16,50.72749,5.27314,128,4.40,1.60,3.00,1.40,0.678,0.00,0.54,0.47,0.61,3450,
101096,1980-03-17,50.72749,5.27314,128,6.80,2.30,4.50,1.80,0.692,0.00,0.99,0.88,0.84,5309,
101096,1980-03-18,50.72749,5.27314,128,10.20,3.40,6.80,3.90,0.752,0.00,1.65,1.51,1.30,7055,
101096,1980-03-19,50.72749,5.27314,128,7.10,0.00,3.50,6.40,0.578,0.00,1.76,1.63,1.39,7078,
101096,1980-03-20,50.72749,5.27314,128,4.30,-1.70,1.30,4.70,0.451,0.00,1.53,1.41,1.28,7106,
101096,1980-03-21,50.72749,5.27314,128,3.10,-2.70,0.20,2.30,0.525,0.00,0.86,0.77,0.73,5508,
101096,1980-03-22,50.72749,5.27314,128,4.60,-0.20,2.20,2.20,0.582,1.30,1.19,1.06,0.92,7719,
101096,1980-03-23,50.72749,5.27314,128,8.50,0.50,4.50,1.90,0.658,0.00,1.40,1.22,1.14,9205,
101096,1980-03-24,50.72749,5.27314,128,10.70,-0.10,5.30,1.30,0.722,0.00,1.15,0.93,1.21,11206,
101096,1980-03-25,50.72749,5.27314,128,14.50,3.20,8.90,3.20,0.732,0.00,2.14,1.90,2.03,11216,
101096,1980-03-26,50.72749,5.27314,128,11.30,4.40,7.90,3.70,0.752,1.00,1.83,1.65,1.62,8439,
101096,1980-03-27,50.72749,5.27314,128,14.00,5.90,10.00,5.60,1.143,6.80,1.11,0.99,0.98,5263,
101096,1980-03-28,50.72749,5.27314,128,15.60,9.50,12.50,7.00,1.203,22.10,1.90,1.73,1.66,6765,
101096,1980-03-29,50.72749,5.27314,128,11.90,5.90,8.90,7.40,0.866,4.60,1.57,1.48,1.53,3813,
101096,1980-03-30,50.72749,5.27314,128,10.50,3.90,7.20,3.30,0.732,4.30,1.73,1.56,1.57,8515,
101096,1980-03-31,50.72749,5.27314,128,11.40,4.40,7.90,4.30,0.842,0.20,1.80,1.63,1.45,7898,
101096,1980-04-01,50.72749,5.27314,128,12.40,7.70,10.00,5.90,1.166,18.80,0.87,0.77,0.80,3929,
101096,1980-04-02,50.72749,5.27314,128,11.90,4.20,8.00,5.00,0.846,5.00,1.96,1.75,1.67,9893,
101096,1980-04-03,50.72749,5.27314,128,9.20,3.10,6.20,6.10,0.769,2.00,1.86,1.68,1.42,8945,
101096,1980-04-04,50.72749,5.27314,128,8.40,2.70,5.50,4.70,0.662,0.10,1.96,1.76,1.63,10339,
101096,1980-04-05,50.72749,5.27314,128,8.90,0.40,4.60,3.40,0.595,0.00,2.15,1.86,1.85,15354,
101096,1980-04-06,50.72749,5.27314,128,10.90,0.70,5.80,2.50,0.655,0.00,2.17,1.86,1.89,15758,
101096,1980-04-07,50.72749,5.27314,128,11.70,-0.20,5.70,2.80,0.732,0.00,2.01,1.72,1.74,14485,
101096,1980-04-08,50.72749,5.27314,128,7.60,1.30,4.50,4.80,0.678,0.10,1.81,1.62,1.34,9622,
101096,1980-04-09,50.72749,5.27314,128,7.80,1.80,4.80,4.10,0.635,0.30,1.84,1.68,1.47,8364,
101096,1980-04-10,50.72749,5.27314,128,8.30,2.90,5.60,2.10,0.729,1.50,1.35,1.21,1.17,6811,
101096,1980-04-11,50.72749,5.27314,128,11.50,3.40,7.40,2.90,0.709,0.00,2.37,2.09,1.94,13180,
101096,1980-04-12,50.72749,5.27314,128,16.70,2.10,9.40,3.40,0.668,0.00,3.21,2.74,3.16,20989,
101096,1980-04-13,50.72749,5.27314,128,19.80,8.10,13.90,3.80,0.685,0.00,4.04,3.53,4.18,20818,
101096,1980-04-14,50.72749,5.27314,128,21.60,9.40,15.50,2.80,0.729,0.00,3.82,3.31,4.00,19835,
101096,1980-04-15,50.72749,5.27314,128,22.00,8.20,15.10,2.10,0.816,0.00,3.57,3.04,3.59,20742,
101096,1980-04-16,50.72749,5.27314,128,22.90,7.70,15.30,1.80,0.936,0.00,3.03,2.56,3.28,18690,
101096,1980-04-17,50.72749,5.27314,128,20.90,7.60,14.20,3.70,1.029,0.00,3.53,3.06,3.52,19203,
101096,1980-04-18,50.72749,5.27314,128,13.40,5.80,9.60,4.50,1.013,0.00,1.58,1.45,1.38,6127,
101096,1980-04-19,50.72749,5.27314,128,10.00,4.50,7.20,5.50,0.802,1.20,1.81,1.66,1.54,7175,
101096,1980-04-20,50.72749,5.27314,128,9.40,0.60,5.00,5.60,0.749,1.00,1.72,1.51,1.38,10636,
101096,1980-04-21,50.72749,5.27314,128,9.80,2.50,6.10,3.60,0.695,3.80,2.20,1.94,1.86,13104,
101096,1980-04-22,50.72749,5.27314,128,8.60,3.10,5.80,2.30,0.665,0.00,1.91,1.74,1.51,8862,
101096,1980-04-23,50.72749,5.27314,128,10.10,1.10,5.60,3.70,0.678,0.00,2.41,2.12,1.95,15028,
101096,1980-04-24,50.72749,5.27314,128,11.50,4.30,7.90,5.70,0.859,0.20,1.79,1.63,1.60,7939,
101096,1980-04-25,50.72749,5.27314,128,7.70,2.30,5.00,3.70,0.795,2.50,0.83,0.74,0.81,4629,
101096,1980-04-26,50.72749,5.27314,128,7.50,3.70,5.60,1.70,0.859,7.20,0.72,0.63,0.79,4411,
101096,1980-04-27,50.72749,5.27314,128,11.50,0.60,6.00,2.70,0.802,0.40,2.48,2.14,1.96,16916,
101096,1980-04-28,50.72749,5.27314,128,12.20,4.50,8.40,2.70,0.919,3.90,1.73,1.56,1.46,8250,
101096,1980-04-29,50.72749,5.27314,128,9.80,4.50,7.20,1.90,0.892,0.50,1.03,0.92,1.00,5418,
101096,1980-04-30,50.72749,5.27314,128,14.90,4.00,9.50,3.50,0.836,0.30,3.40,2.97,2.85,19736,
101096,1980-05-01,50.72749,5.27314,128,18.80,6.70,12.70,4.90,1.006,0.00,4.01,3.53,3.47,19996,
101096,1980-05-02,50.72749,5.27314,128,18.40,8.20,13.30,4.60,1.143,0.30,3.51,3.12,2.80,15847,
101096,1980-05-03,50.72749,5.27314,128,12.30,5.60,8.90,3.60,1.026,2.40,1.03,0.92,1.05,4732,
101096,1980-05-04,50.72749,5.27314,128,11.10,4.20,7.60,4.40,0.688,14.20,3.74,3.28,2.89,21919,
101096,1980-05-05,50.72749,5.27314,128,13.70,2.10,7.90,3.80,0.652,0.00,3.58,3.11,3.11,22175,
101096,1980-05-06,50.72749,5.27314,128,14.90,4.30,9.60,2.70,0.856,0.00,2.59,2.31,2.20,12159,
101096,1980-05-07,50.72749,5.27314,128,13.90,6.00,9.90,2.90,1.023,0.10,2.07,1.83,1.77,10774,
101096,1980-05-08,50.72749,5.27314,128,10.90,3.90,7.40,3.70,0.866,0.10,1.45,1.32,1.33,6238,
101096,1980-05-09,50.72749,5.27314,128,12.50,3.90,8.20,3.10,0.688,0.00,3.59,3.15,2.90,20744,
101096,1980-05-10,50.72749,5.27314,128,16.30,3.00,9.60,2.80,0.712,0.00,4.14,3.56,3.64,26177,
101096,1980-05-11,50.72749,5.27314,128,20.10,5.20,12.60,3.80,0.752,0.00,5.04,4.40,4.56,26729,
101096,1980-05-12,50.72749,5.27314,128,22.60,8.10,15.40,4.20,0.889,0.00,5.43,4.77,5.02,26308,
101096,1980-05-13,50.72749,5.27314,128,22.30,9.50,15.90,6.00,0.836,0.00,6.30,5.62,5.66,26376,
101096,1980-05-14,50.72749,5.27314,128,21.10,8.30,14.70,4.80,0.712,0.00,5.88,5.20,5.36,26706,
101096,1980-05-15,50.72749,5.27314,128,18.30,6.20,12.20,4.10,0.745,0.00,4.98,4.35,4.42,26071,
101096,1980-05-16,50.72749,5.27314,128,17.50,4.60,11.00,2.60,0.755,0.00,3.96,3.42,3.66,23600,
101096,1980-05-17,50.72749,5.27314,128,18.70,6.20,12.40,2.40,0.849,0.00,4.11,3.56,3.73,23038,
101096,1980-05-18,50.72749,5.27314,128,21.30,9.40,15.30,2.80,1.039,0.00,4.66,4.08,4.14,22729,
101096,1980-05-19,50.72749,5.27314,128,22.60,8.70,15.70,1.70,1.07,0.00,4.20,3.63,3.86,22343,
101096,1980-05-20,50.72749,5.27314,128,22.60,9.00,15.80,1.80,1.26,0.00,3.68,3.22,3.25,17766,
101096,1980-05-21,50.72749,5.27314,128,22.50,10.50,16.50,3.60,1.21,0.00,5.17,4.55,4.42,23945,
101096,1980-05-22,50.72749,5.27314,128,18.50,8.00,13.20,4.30,0.959,0.00,5.17,4.53,4.26,26269,
101096,1980-05-23,50.72749,5.27314,128,16.40,3.90,10.10,3.80,0.785,0.00,4.51,3.95,3.70,24791,
101096,1980-05-24,50.72749,5.27314,128,15.20,8.20,11.70,2.70,1.14,0.00,2.05,1.86,1.72,8384,
101096,1980-05-25,50.72749,5.27314,128,13.80,7.70,10.70,1.10,1.063,0.20,1.69,1.51,1.48,7804,
101096,1980-05-26,50.72749,5.27314,128,18.00,6.50,12.20,1.70,0.922,0.00,3.88,3.41,3.27,19873,
101096,1980-05-27,50.72749,5.27314,128,20.60,9.00,14.80,2.50,1.303,0.00,2.73,2.44,2.42,11305,
101096,1980-05-28,50.72749,5.27314,128,17.70,9.30,13.50,1.80,1.153,7.20,3.60,3.14,3.00,18712,
101096,1980-05-29,50.72749,5.27314,128,17.00,9.00,13.00,2.60,1.364,0.30,1.60,1.43,1.44,7074,
101096,1980-05-30,50.72749,5.27314,128,14.80,7.00,10.90,2.60,0.926,9.50,3.40,2.99,2.86,17968,
101096,1980-05-31,50.72749,5.27314,128,17.00,5.40,11.20,3.20,0.989,0.00,2.76,2.46,2.46,12779,
101096,1980-06-01,50.72749,5.27314,128,13.90,8.30,11.10,3.20,1.18,4.60,1.46,1.31,1.34,6616,
101096,1980-06-02,50.72749,5.27314,128,16.50,7.60,12.10,2.70,1.059,2.20,3.64,3.21,2.93,18137,
101096,1980-06-03,50.72749,5.27314,128,18.30,12.20,15.30,2.40,1.541,1.20,2.08,1.86,1.76,8673,
101096,1980-06-04,50.72749,5.27314,128,21.50,12.50,17.00,1.30,1.527,3.40,3.71,3.25,3.10,17590,
101096,1980-06-05,50.72749,5.27314,128,24.50,12.00,18.20,1.50,1.354,0.00,5.34,4.61,4.69,27178,
101096,1980-06-06,50.72749,5.27314,128,26.80,13.40,20.10,2.40,1.628,0.00,4.61,4.05,4.14,19904,
101096,1980-06-07,50.72749,5.27314,128,21.50,11.60,16.50,1.70,1.434,7.00,3.63,3.19,3.06,16729,
101096,1980-06-08,50.72749,5.27314,128,20.30,10.20,15.30,1.20,1.337,0.00,3.54,3.11,2.87,16584,
101096,1980-06-09,50.72749,5.27314,128,22.30,10.80,16.50,2.00,1.487,0.10,2.76,2.46,2.39,11145,
101096,1980-06-10,50.72749,5.27314,128,18.90,12.70,15.80,2.00,1.524,0.50,2.73,2.45,2.09,10871,
101096,1980-06-11,50.72749,5.27314,128,20.00,12.10,16.10,4.10,1.394,0.60,4.14,3.69,3.35,17578,
101096,1980-06-12,50.72749,5.27314,128,22.90,10.40,16.60,2.20,1.317,0.60,5.35,4.66,4.51,26457,
101096,1980-06-13,50.72749,5.27314,128,26.80,16.90,21.80,2.50,1.721,0.00,5.65,5.01,4.70,22157,
101096,1980-06-14,50.72749,5.27314,128,28.50,16.70,22.60,5.30,1.808,0.00,5.43,4.96,4.88,16025,
101096,1980-06-15,50.72749,5.27314,128,23.80,13.20,18.50,4.90,1.474,1.10,5.52,4.92,4.53,22005,
101096,1980-06-16,50.72749,5.27314,128,19.80,12.70,16.30,4.60,1.494,1.60,2.97,2.69,2.45,10857,
101096,1980-06-17,50.72749,5.27314,128,19.40,11.60,15.50,3.70,1.374,1.40,3.68,3.30,2.89,14718,
101096,1980-06-18,50.72749,5.27314,128,18.30,10.40,14.40,3.20,1.334,6.20,2.65,2.39,2.19,10455,
101096,1980-06-19,50.72749,5.27314,128,17.80,10.80,14.30,5.40,1.324,0.10,2.21,2.04,2.00,6879,
101096,1980-06-20,50.72749,5.27314,128,17.10,8.20,12.60,5.80,1.023,1.90,4.65,4.18,3.55,19964,
101096,1980-06-21,50.72749,5.27314,128,16.20,9.60,12.90,4.60,1.197,0.50,3.06,2.78,2.27,11759,
101096,1980-06-22,50.72749,5.27314,128,17.00,9.30,13.20,3.90,1.163,1.70,3.99,3.54,3.07,18563,
101096,1980-06-23,50.72749,5.27314,128,18.60,8.50,13.60,4.60,1.233,5.10,3.84,3.43,2.98,16642,
101096,1980-06-24,50.72749,5.27314,128,16.20,9.90,13.00,3.70,1.324,4.30,2.45,2.20,1.83,10276,
101096,1980-06-25,50.72749,5.27314,128,14.90,9.90,12.40,2.80,1.253,6.60,2.25,2.00,1.86,10497,
101096,1980-06-26,50.72749,5.27314,128,17.90,9.40,13.60,2.50,1.26,3.00,3.36,2.98,2.63,15007,
101096,1980-06-27,50.72749,5.27314,128,17.50,8.20,12.80,3.60,1.21,1.40,3.38,3.00,2.61,15892,
101096,1980-06-28,50.72749,5.27314,128,15.50,9.70,12.60,4.50,1.35,2.70,1.55,1.39,1.27,6513,
101096,1980-06-29,50.72749,5.27314,128,15.70,9.60,12.60,4.00,1.183,9.30,3.68,3.27,2.67,16979,
101096,1980-06-30,50.72749,5.27314,128,19.20,10.20,14.70,4.80,1.217,2.40,4.15,3.73,3.31,16538,
101096,1980-07-01,50.72749,5.27314,128,16.90,10.80,13.90,4.60,1.434,8.70,1.92,1.72,1.58,8051,
101096,1980-07-02,50.72749,5.27314,128,16.90,10.60,13.70,4.80,1.394,8.00,2.30,2.06,1.79,9389,
101096,1980-07-03,50.72749,5.27314,128,16.00,10.60,13.30,2.40,1.337,0.30,2.27,2.01,1.90,10348,
101096,1980-07-04,50.72749,5.27314,128,17.60,9.20,13.40,2.60,1.38,0.10,1.80,1.61,1.55,7595,
101096,1980-07-05,50.72749,5.27314,128,18.70,11.20,14.90,2.60,1.25,5.80,3.52,3.13,2.90,15169,
101096,1980-07-06,50.72749,5.27314,128,20.70,9.60,15.10,3.00,1.28,0.00,4.17,3.68,3.45,19260,
101096,1980-07-07,50.72749,5.27314,128,20.00,13.10,16.50,3.90,1.604,3.10,2.39,2.16,2.03,8745,
101096,1980-07-08,50.72749,5.27314,128,17.60,12.90,15.20,5.50,1.534,3.70,2.24,2.04,1.77,8038,
101096,1980-07-09,50.72749,5.27314,128,16.40,12.30,14.40,3.90,1.534,6.50,1.61,1.44,1.30,6708,
101096,1980-07-10,50.72749,5.27314,128,15.00,12.10,13.60,4.50,1.474,7.10,1.01,0.90,0.98,4381,
101096,1980-07-11,50.72749,5.27314,128,13.10,11.00,12.10,3.00,1.33,17.00,1.22,1.08,1.10,5853,
101096,1980-07-12,50.72749,5.27314,128,16.30,10.50,13.40,3.80,1.267,2.20,2.56,2.31,2.06,10304,
101096,1980-07-13,50.72749,5.27314,128,16.50,10.40,13.50,3.40,1.334,1.40,2.79,2.50,2.09,11959,
101096,1980-07-14,50.72749,5.27314,128,18.30,12.10,15.20,4.80,1.437,5.20,3.18,2.86,2.45,12706,
101096,1980-07-15,50.72749,5.27314,128,17.90,11.70,14.80,2.30,1.36,0.50,2.30,2.08,1.94,8834,
101096,1980-07-16,50.72749,5.27314,128,15.20,9.10,12.10,3.30,1.09,0.00,2.78,2.49,2.30,12116,
101096,1980-07-17,50.72749,5.27314,128,18.60,8.10,13.30,4.40,1.106,0.00,3.81,3.46,3.02,14568,
101096,1980-07-18,50.72749,5.27314,128,18.00,12.90,15.40,5.30,1.534,0.40,1.93,1.76,1.64,6563,
101096,1980-07-19,50.72749,5.27314,128,17.40,13.20,15.30,5.50,1.641,11.60,1.41,1.27,1.19,5517,
101096,1980-07-20,50.72749,5.27314,128,17.50,12.30,14.90,3.80,1.544,19.20,1.70,1.52,1.47,6984,
101096,1980-07-21,50.72749,5.27314,128,14.50,9.30,11.90,3.80,1.233,56.70,1.78,1.59,1.53,8014,
101096,1980-07-22,50.72749,5.27314,128,19.10,6.30,12.70,1.60,1.049,1.10,4.25,3.63,3.69,25471,
101096,1980-07-23,50.72749,5.27314,128,24.40,9.90,17.10,1.50,1.223,0.00,4.94,4.26,4.32,25496,
101096,1980-07-24,50.72749,5.27314,128,25.00,13.30,19.20,2.30,1.738,0.00,4.56,3.99,3.73,20787,
101096,1980-07-25,50.72749,5.27314,128,26.50,14.40,20.50,2.70,1.761,0.00,5.34,4.65,4.60,24367,
101096,1980-07-26,50.72749,5.27314,128,30.00,16.30,23.20,2.50,2.015,0.00,5.12,4.51,4.56,20776,
101096,1980-07-27,50.72749,5.27314,128,26.30,15.10,20.70,1.60,1.902,2.20,3.93,3.47,3.24,16065,
101096,1980-07-28,50.72749,5.27314,128,25.90,16.80,21.30,2.60,2.002,0.00,4.70,4.15,3.69,19196,
101096,1980-07-29,50.72749,5.27314,128,27.20,17.10,22.10,3.50,2.086,0.00,5.24,4.61,4.27,21651,
101096,1980-07-30,50.72749,5.27314,128,23.80,14.80,19.30,2.50,1.795,1.00,2.77,2.51,2.36,9605,
101096,1980-07-31,50.72749,5.27314,128,23.00,12.50,17.80,1.80,1.364,0.00,4.46,3.87,3.85,21861,
101096,1980-08-01,50.72749,5.27314,128,26.60,14.10,20.30,1.70,1.581,0.00,4.69,4.11,3.99,20782,
101096,1980-08-02,50.72749,5.27314,128,29.30,17.60,23.50,1.70,2.005,0.00,4.98,4.37,4.24,20671,
101096,1980-08-03,50.72749,5.27314,128,30.00,18.70,24.40,3.20,2.299,0.20,4.21,3.78,3.65,14611,
101096,1980-08-04,50.72749,5.27314,128,25.90,14.20,20.00,4.50,1.698,20.90,4.63,4.12,3.99,18252,
101096,1980-08-05,50.72749,5.27314,128,23.00,16.50,19.70,5.80,1.614,0.00,4.35,3.94,3.71,14623,
101096,1980-08-06,50.72749,5.27314,128,21.00,14.30,17.70,4.30,1.514,0.00,3.82,3.41,3.09,15256,
101096,1980-08-07,50.72749,5.27314,128,24.00,13.60,18.80,2.00,1.594,0.00,4.17,3.64,3.53,19309,
101096,1980-08-08,50.72749,5.27314,128,24.70,15.90,20.30,2.50,1.855,0.50,3.26,2.90,2.73,12684,
101096,1980-08-09,50.72749,5.27314,128,22.40,13.90,18.20,1.20,1.604,4.50,3.26,2.90,2.54,13413,
101096,1980-08-10,50.72749,5.27314,128,22.10,14.40,18.30,1.60,1.601,0.00,3.62,3.18,2.96,16265,
101096,1980-08-11,50.72749,5.27314,128,24.60,14.50,19.60,3.50,1.688,0.00,3.36,3.03,2.97,11816,
101096,1980-08-12,50.72749,5.27314,128,20.10,13.40,16.70,4.30,1.551,6.00,2.83,2.54,2.35,11286,
101096,1980-08-13,50.72749,5.27314,128,19.40,12.30,15.90,2.80,1.517,6.90,2.16,1.95,1.82,8425,
101096,1980-08-14,50.72749,5.27314,128,20.90,14.50,17.70,2.20,1.718,0.50,2.77,2.45,2.19,11776,
101096,1980-08-15,50.72749,5.27314,128,26.90,13.80,20.30,2.30,1.905,0.00,3.37,2.95,3.05,15103,
101096,1980-08-16,50.72749,5.27314,128,21.20,15.00,18.10,2.00,1.872,0.00,1.45,1.31,1.37,5516,
101096,1980-08-17,50.72749,5.27314,128,21.90,16.00,18.90,1.70,1.728,0.00,3.43,3.01,2.78,15664,
101096,1980-08-18,50.72749,5.27314,128,22.70,15.70,19.20,1.80,1.895,0.00,2.29,2.04,1.96,9402,
101096,1980-08-19,50.72749,5.27314,128,22.10,14.10,18.10,2.00,1.631,1.80,3.13,2.75,2.61,14156,
101096,1980-08-20,50.72749,5.27314,128,23.20,12.60,17.90,6.40,1.491,0.00,4.54,4.08,3.80,17112,
101096,1980-08-21,50.72749,5.27314,128,21.10,13.40,17.30,4.60,1.544,0.30,3.11,2.77,2.76,13125,
101096,1980-08-22,50.72749,5.27314,128,18.20,9.70,13.90,4.00,1.203,2.50,2.67,2.37,2.40,12018,
101096,1980-08-23,50.72749,5.27314,128,16.80,9.60,13.20,3.10,1.16,0.00,2.28,2.04,2.05,9739,
101096,1980-08-24,50.72749,5.27314,128,16.30,7.80,12.10,2.00,1.059,0.20,2.20,1.92,1.97,11403,
101096,1980-08-25,50.72749,5.27314,128,18.10,6.70,12.40,1.80,1.023,0.20,3.04,2.58,2.69,19335,
101096,1980-08-26,50.72749,5.27314,128,22.50,8.20,15.30,1.90,1.217,0.00,3.35,2.90,2.96,17628,
101096,1980-08-27,50.72749,5.27314,128,24.00,12.50,18.30,1.40,1.678,0.00,3.03,2.61,2.67,15451,
101096,1980-08-28,50.72749,5.27314,128,23.40,13.80,18.60,3.30,1.775,0.00,3.08,2.70,2.62,13990,
101096,1980-08-29,50.72749,5.27314,128,23.20,14.30,18.70,5.10,1.728,0.00,3.05,2.75,2.60,10893,
101096,1980-08-30,50.72749,5.27314,128,20.50,13.80,17.10,6.70,1.557,7.40,2.80,2.57,2.39,8513,
101096,1980-08-31,50.72749,5.27314,128,16.30,11.80,14.00,3.90,1.481,34.10,1.05,0.94,1.04,4519,
101096,1980-09-01,50.72749,5.27314,128,17.60,9.60,13.60,1.40,1.156,1.60,2.51,2.15,2.21,14796,
101096,1980-09-02,50.72749,5.27314,128,20.80,7.70,14.30,1.90,1.10,0.00,3.06,2.58,2.91,19453,
101096,1980-09-03,50.72749,5.27314,128,23.70,8.00,15.80,2.80,1.26,0.00,3.44,2.93,3.39,19865,
101096,1980-09-04,50.72749,5.27314,128,22.90,12.20,17.60,2.30,1.568,0.00,2.91,2.51,2.52,15009,
101096,1980-09-05,50.72749,5.27314,128,20.60,13.40,17.00,4.50,1.517,0.00,2.58,2.33,2.28,9339,
101096,1980-09-06,50.72749,5.27314,128,19.70,11.70,15.70,2.90,1.374,4.50,2.83,2.39,2.64,16911,
101096,1980-09-07,50.72749,5.27314,128,23.00,10.70,16.90,2.30,1.26,0.00,3.15,2.66,3.05,18770,
101096,1980-09-08,50.72749,5.27314,128,24.50,12.70,18.60,2.60,1.638,0.00,2.75,2.38,2.57,13645,
101096,1980-09-09,50.72749,5.27314,128,19.90,11.50,15.70,3.50,1.41,21.60,2.39,2.15,1.99,9338,
101096,1980-09-10,50.72749,5.27314,128,17.80,10.80,14.30,7.00,1.317,0.80,2.16,1.98,1.94,7425,
101096,1980-09-11,50.72749,5.27314,128,16.30,13.00,14.60,4.90,1.334,1.40,1.92,1.76,1.67,6302,
101096,1980-09-12,50.72749,5.27314,128,17.70,13.00,15.40,6.40,1.42,0.70,1.91,1.77,1.76,5286,
101096,1980-09-13,50.72749,5.27314,128,17.20,11.30,14.30,6.10,1.19,0.30,2.95,2.62,2.57,13178,
101096,1980-09-14,50.72749,5.27314,128,17.30,12.10,14.70,5.40,1.357,0.10,1.97,1.82,1.70,6359,
101096,1980-09-15,50.72749,5.27314,128,18.10,12.00,15.10,2.80,1.397,0.00,1.84,1.64,1.60,7873,
101096,1980-09-16,50.72749,5.27314,128,21.30,9.70,15.50,1.80,1.334,0.00,2.34,1.96,2.19,14798,
101096,1980-09-17,50.72749,5.27314,128,19.70,13.80,16.80,2.80,1.407,1.80,2.44,2.15,2.09,10881,
101096,1980-09-18,50.72749,5.27314,128,20.50,11.10,15.80,2.10,1.253,0.40,2.35,2.01,2.22,13283,
101096,1980-09-19,50.72749,5.27314,128,25.10,13.30,19.20,2.10,1.748,0.00,2.32,1.97,2.32,12889,
101096,1980-09-20,50.72749,5.27314,128,26.50,16.10,21.30,3.10,1.778,0.00,2.98,2.55,3.07,14839,
101096,1980-09-21,50.72749,5.27314,128,23.00,17.00,20.00,2.90,1.728,0.00,2.25,2.03,2.15,7724,
101096,1980-09-22,50.72749,5.27314,128,22.90,14.80,18.90,2.20,1.738,0.00,2.11,1.86,1.86,8924,
101096,1980-09-23,50.72749,5.27314,128,22.20,11.50,16.80,1.70,1.457,0.00,2.15,1.76,2.14,14605,
101096,1980-09-24,50.72749,5.27314,128,20.90,12.30,16.60,1.80,1.601,0.00,1.14,1.01,1.20,4937,
101096,1980-09-25,50.72749,5.27314,128,16.30,9.60,13.00,1.50,1.307,5.00,1.52,1.35,1.13,7285,
101096,1980-09-26,50.72749,5.27314,128,18.80,6.80,12.80,1.90,1.217,0.00,1.79,1.48,1.66,13223,
101096,1980-09-27,50.72749,5.27314,128,19.80,9.70,14.70,1.40,1.407,0.00,1.71,1.47,1.43,9525,
101096,1980-09-28,50.72749,5.27314,128,21.50,11.80,16.60,1.40,1.511,0.00,1.77,1.43,1.78,13197,
101096,1980-09-29,50.72749,5.27314,128,20.80,12.50,16.60,1.50,1.708,0.00,1.08,0.91,1.10,6541,
101096,1980-09-30,50.72749,5.27314,128,18.70,10.80,14.80,2.70,1.354,0.00,1.43,1.22,1.50,7926,
101096,1980-10-01,50.72749,5.27314,128,17.80,6.80,12.30,3.20,1.123,0.40,1.70,1.40,1.74,12299,
101096,1980-10-02,50.72749,5.27314,128,16.10,8.50,12.30,1.90,1.13,0.90,1.35,1.17,1.25,7532,
101096,1980-10-03,50.72749,5.27314,128,16.60,5.20,10.90,1.50,1.006,0.00,1.30,1.01,1.41,12879,
101096,1980-10-04,50.72749,5.27314,128,16.90,5.10,11.00,2.80,1.07,0.00,1.33,1.14,1.37,8283,
101096,1980-10-05,50.72749,5.27314,128,15.60,4.80,10.20,2.40,0.993,0.20,1.22,0.99,1.28,10436,
101096,1980-10-06,50.72749,5.27314,128,14.20,8.10,11.10,7.60,1.083,0.00,1.41,1.33,1.41,3415,
101096,1980-10-07,50.72749,5.27314,128,14.20,8.50,11.30,7.80,1.126,9.90,1.45,1.32,1.37,5436,
101096,1980-10-08,50.72749,5.27314,128,11.80,6.80,9.30,5.40,0.936,14.20,1.35,1.21,1.26,6266,
101096,1980-10-09,50.72749,5.27314,128,11.10,5.20,8.10,3.70,0.892,1.00,1.03,0.86,1.04,8243,
101096,1980-10-10,50.72749,5.27314,128,11.60,4.40,8.00,4.50,0.805,4.80,1.31,1.08,1.35,10503,
101096,1980-10-11,50.72749,5.27314,128,9.20,4.90,7.00,4.60,0.912,0.60,0.54,0.49,0.67,2386,
101096,1980-10-12,50.72749,5.27314,128,8.40,4.80,6.60,2.60,0.872,7.90,0.81,0.71,0.68,4930,
101096,1980-10-13,50.72749,5.27314,128,11.00,2.60,6.80,1.20,0.826,0.20,0.80,0.63,0.76,8191,
