GRID_NO,date,LATITUDE,LONGITUDE,ALTITUDE,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,WINDSPEED,VAPOURPRESSURE,PRECIPITATION,E0,ES0,ET0,RADIATION,YEAR,MONTH,DAY,SUNSHINE_CALC,HUMIDITY_06H,HUMIDITY_09H,HUMIDITY_12H,HUMIDITY_15H,HUMIDITY_18H,SNOWDEPTH
100106,01/01/1991,50.59354,8.82077,215,7,2.3,4.7,1.8,0.662,1,0.01,0,0.31,3248,1991,1,1,8,,,,,,
100106,02/01/1991,50.59354,8.82077,215,9.7,2.4,6.1,5.1,0.949,3.4,0.06,0.04,0.16,1994,1991,1,2,8,,,,,,
100106,03/01/1991,50.59354,8.82077,215,11.5,6.4,8.9,2.7,0.976,0,0.55,0.52,0.66,1357,1991,1,3,8,,,,,,
100106,04/01/1991,50.59354,8.82077,215,9.6,3.4,6.5,1.9,0.818,0.6,0.29,0.25,0.44,1953,1991,1,4,8,,,,,,
100106,05/01/1991,50.59354,8.82077,215,5.7,3.5,4.6,5.8,0.707,1.2,0.5,0.45,0.64,2180,1991,1,5,8,,,,,,
100106,06/01/1991,50.59354,8.82077,215,6.8,2.9,4.9,4.6,0.614,0.2,0.61,0.56,0.97,2817,1991,1,6,8,,,,,,
100106,07/01/1991,50.59354,8.82077,215,8.7,1.5,5.1,1.8,0.796,5.8,0.14,0.12,0.27,2619,1991,1,7,8,,,,,,
100106,08/01/1991,50.59354,8.82077,215,8.8,2.9,5.8,4.7,0.806,0.2,0.4,0.36,0.59,2112,1991,1,8,8,,,,,,
100106,09/01/1991,50.59354,8.82077,215,9.7,6.5,8.1,5.4,0.876,0,0.65,0.6,0.9,2428,1991,1,9,8,,,,,,
100106,10/01/1991,50.59354,8.82077,215,14.1,6.7,10.4,4.7,1.021,3.2,0.71,0.66,0.98,2166,1991,1,10,8,,,,,,
100106,11/01/1991,50.59354,8.82077,215,8.7,5.4,7.1,2.5,0.922,4,0.23,0.19,0.31,2068,1991,1,11,8,,,,,,
100106,12/01/1991,50.59354,8.82077,215,6.8,2.5,4.7,1.9,0.707,0.2,0.33,0.29,0.44,2022,1991,1,12,8,,,,,,
100106,13/01/1991,50.59354,8.82077,215,4.8,-0.4,2.2,2.4,0.605,0,0.06,0.04,0.33,3206,1991,1,13,8,,,,,,
100106,14/01/1991,50.59354,8.82077,215,2.3,-1.9,0.2,2.3,0.396,0,0.04,0,0.42,4340,1991,1,14,8,,,,,,
100106,15/01/1991,50.59354,8.82077,215,2.6,-3.3,-0.4,2.4,0.226,0,0.19,0.11,0.74,4868,1991,1,15,8,,,,,,
100106,16/01/1991,50.59354,8.82077,215,1.7,-5.2,-1.7,1.4,0.299,0,0.03,0,0.31,4824,1991,1,16,8,,,,,,
100106,17/01/1991,50.59354,8.82077,215,2.8,-4.7,-0.9,1.6,0.362,0,0,0,0.36,5055,1991,1,17,8,,,,,,
100106,18/01/1991,50.59354,8.82077,215,3,-5.9,-1.4,1.5,0.355,0,0.06,0.03,0.36,4658,1991,1,18,8,,,,,,
100106,19/01/1991,50.59354,8.82077,215,0.6,-4.9,-2.2,2.9,0.476,4.2,0.15,0.11,0.34,3161,1991,1,19,8,,,,,,
100106,20/01/1991,50.59354,8.82077,215,1.3,-1.4,-0.1,1.9,0.572,0,0.21,0.17,0.24,2103,1991,1,20,8,,,,,,
100106,21/01/1991,50.59354,8.82077,215,2.4,-1.1,0.7,2.3,0.67,2.8,0.21,0.19,0.17,1612,1991,1,21,8,,,,,,
100106,22/01/1991,50.59354,8.82077,215,5.5,1.4,3.4,1.1,0.653,0,0.12,0.09,0.25,3690,1991,1,22,8,,,,,,
100106,23/01/1991,50.59354,8.82077,215,2.5,0.7,1.6,1.1,0.547,0,0.35,0.31,0.38,2110,1991,1,23,8,,,,,,
100106,24/01/1991,50.59354,8.82077,215,1.3,-0.4,0.5,0.9,0.502,0,0.34,0.3,0.36,2068,1991,1,24,8,,,,,,
100106,25/01/1991,50.59354,8.82077,215,2.6,-2.1,0.3,0.8,0.54,0,0.14,0.1,0.25,3113,1991,1,25,8,,,,,,
100106,26/01/1991,50.59354,8.82077,215,0.8,-0.9,0,0.8,0.556,0,0.34,0.31,0.31,1475,1991,1,26,8,,,,,,
100106,27/01/1991,50.59354,8.82077,215,2.6,0.4,1.5,1.1,0.53,0,0.48,0.45,0.45,1652,1991,1,27,8,,,,,,
100106,28/01/1991,50.59354,8.82077,215,2.1,-1.6,0.3,0.9,0.466,0,0.24,0.18,0.33,3381,1991,1,28,8,,,,,,
100106,29/01/1991,50.59354,8.82077,215,0.9,-5.3,-2.2,0.9,0.469,0,0.13,0.08,0.23,3395,1991,1,29,8,,,,,,
100106,30/01/1991,50.59354,8.82077,215,1.6,-3.9,-1.1,1.4,0.425,0,0.27,0.2,0.39,3725,1991,1,30,8,,,,,,
100106,31/01/1991,50.59354,8.82077,215,1.1,-5.8,-2.4,1.1,0.291,0,0.03,0,0.34,6580,1991,1,31,8,,,,,,
100106,01/02/1991,50.59354,8.82077,215,0.4,-9.4,-4.5,0.9,0.225,0,0.04,0,0.31,6822,1991,2,1,8,,,,,,
100106,02/02/1991,50.59354,8.82077,215,-0.6,-10.1,-5.4,0.6,0.218,0,0.09,0.05,0.22,6540,1991,2,2,8,,,,,,
100106,03/02/1991,50.59354,8.82077,215,-1.1,-9.5,-5.3,0.8,0.27,0,0.19,0.14,0.31,4773,1991,2,3,8,,,,,,
100106,04/02/1991,50.59354,8.82077,215,0,-7,-3.5,1.6,0.304,0,0.16,0.12,0.36,6395,1991,2,4,8,,,,,,
100106,05/02/1991,50.59354,8.82077,215,0.5,-6.5,-3,1.9,0.332,0,0.29,0.22,0.5,5343,1991,2,5,8,,,,,,
100106,06/02/1991,50.59354,8.82077,215,-4.3,-13.4,-8.8,3.3,0.156,0,0.49,0.44,0.67,4833,1991,2,6,8,,,,,,
100106,07/02/1991,50.59354,8.82077,215,-5.8,-12.2,-9,2.5,0.253,0.6,0.3,0.26,0.33,3576,1991,2,7,8,,,,,,
100106,08/02/1991,50.59354,8.82077,215,-3.8,-8.6,-6.2,1.9,0.3,0,0.31,0.27,0.33,3368,1991,2,8,8,,,,,,
100106,09/02/1991,50.59354,8.82077,215,-3.2,-8.7,-5.9,1.3,0.312,3.8,0.25,0.2,0.34,4467,1991,2,9,8,,,,,,
100106,10/02/1991,50.59354,8.82077,215,-1.3,-8.4,-4.8,0.9,0.405,4.2,0.3,0.26,0.29,2608,1991,2,10,8,,,,,,
100106,11/02/1991,50.59354,8.82077,215,-1.9,-6.3,-4.1,2.5,0.409,0,0.3,0.24,0.3,3629,1991,2,11,8,,,,,,
100106,12/02/1991,50.59354,8.82077,215,-1.6,-4.7,-3.1,0.9,0.411,1.2,0.4,0.37,0.36,2253,1991,2,12,8,,,,,,
100106,13/02/1991,50.59354,8.82077,215,-0.9,-5.5,-3.2,1.6,0.406,0.2,0.41,0.37,0.4,2959,1991,2,13,8,,,,,,
100106,14/02/1991,50.59354,8.82077,215,-1.7,-6,-3.8,1.8,0.37,0.6,0.39,0.34,0.44,4140,1991,2,14,8,,,,,,
100106,15/02/1991,50.59354,8.82077,215,-0.5,-5.4,-2.9,2.9,0.486,1,0.35,0.31,0.22,2425,1991,2,15,8,,,,,,
100106,16/02/1991,50.59354,8.82077,215,1.6,-1.5,0.1,1.1,0.58,0.2,0.38,0.32,0.36,3295,1991,2,16,8,,,,,,
100106,17/02/1991,50.59354,8.82077,215,0.9,-4.6,-1.9,1.1,0.418,0,0.39,0.31,0.44,4927,1991,2,17,8,,,,,,
100106,18/02/1991,50.59354,8.82077,215,2,-7.2,-2.6,0.8,0.428,0,0.33,0.25,0.41,5325,1991,2,18,8,,,,,,
100106,19/02/1991,50.59354,8.82077,215,2.8,-7.8,-2.5,1.4,0.464,0,0.33,0.25,0.4,5077,1991,2,19,8,,,,,,
100106,20/02/1991,50.59354,8.82077,215,8.4,-2.4,3,2.3,0.563,0,0.53,0.37,0.79,8912,1991,2,20,8,,,,,,
100106,21/02/1991,50.59354,8.82077,215,9.2,-1.8,3.7,2.3,0.641,0.4,0.58,0.45,0.8,7323,1991,2,21,8,,,,,,
100106,22/02/1991,50.59354,8.82077,215,8.3,1.5,4.9,2.3,0.575,0,0.79,0.63,1.05,8194,1991,2,22,8,,,,,,
100106,23/02/1991,50.59354,8.82077,215,6.8,3.5,5.2,2.5,0.823,0,0.63,0.58,0.55,2817,1991,2,23,8,,,,,,
100106,24/02/1991,50.59354,8.82077,215,13.1,1.8,7.5,1.9,0.779,0,0.75,0.53,1.03,9972,1991,2,24,8,,,,,,
100106,25/02/1991,50.59354,8.82077,215,9.5,1.6,5.5,1.4,0.786,0,0.63,0.54,0.65,4819,1991,2,25,8,,,,,,
100106,26/02/1991,50.59354,8.82077,215,10.7,0.2,5.5,0.8,0.748,0,0.61,0.45,0.72,8056,1991,2,26,8,,,,,,
100106,27/02/1991,50.59354,8.82077,215,5.3,0.1,2.7,1.9,0.545,0,0.75,0.61,0.83,7430,1991,2,27,8,,,,,,
100106,28/02/1991,50.59354,8.82077,215,3.1,-0.6,1.3,1.4,0.53,0.4,0.7,0.65,0.64,2824,1991,2,28,8,,,,,,
100106,01/03/1991,50.59354,8.82077,215,8.9,0.6,4.7,1.1,0.544,0.6,0.8,0.63,0.92,8562,1991,3,1,8,,,,,,
100106,02/03/1991,50.59354,8.82077,215,4.9,-0.1,2.4,1.6,0.704,7.4,0.55,0.49,0.49,3495,1991,3,2,8,,,,,,
100106,03/03/1991,50.59354,8.82077,215,10.6,3.3,7,2,0.771,0,0.95,0.77,1.06,8833,1991,3,3,8,,,,,,
100106,04/03/1991,50.59354,8.82077,215,8.9,1.4,5.2,2.4,0.762,0.2,0.81,0.68,0.84,6942,1991,3,4,8,,,,,,
100106,05/03/1991,50.59354,8.82077,215,9.4,3.9,6.7,2.3,0.912,0.4,0.74,0.66,0.65,3664,1991,3,5,8,,,,,,
100106,06/03/1991,50.59354,8.82077,215,13.1,5.8,9.5,1.7,0.963,0.2,1.03,0.88,1.03,6332,1991,3,6,8,,,,,,
100106,07/03/1991,50.59354,8.82077,215,13.5,7.4,10.5,0.9,0.884,0,1.06,0.96,0.98,4328,1991,3,7,8,,,,,,
100106,08/03/1991,50.59354,8.82077,215,14.8,5.8,10.3,1.1,0.905,0,1.14,0.97,1.14,6955,1991,3,8,8,,,,,,
100106,09/03/1991,50.59354,8.82077,215,11.3,5.7,8.5,1.6,1.014,2.2,0.83,0.75,0.74,3864,1991,3,9,8,,,,,,
100106,10/03/1991,50.59354,8.82077,215,14.8,7.5,11.1,1.8,0.927,2.2,1.3,1.13,1.31,7434,1991,3,10,8,,,,,,
100106,11/03/1991,50.59354,8.82077,215,12.5,4.3,8.4,1.4,1.006,0.4,0.94,0.81,0.92,6537,1991,3,11,8,,,,,,
100106,12/03/1991,50.59354,8.82077,215,15.1,5.6,10.4,1.6,0.976,0,1.34,1.1,1.38,10646,1991,3,12,8,,,,,,
100106,13/03/1991,50.59354,8.82077,215,16.9,2.1,9.5,1.3,0.758,0,1.42,1.15,1.61,11941,1991,3,13,8,,,,,,
100106,14/03/1991,50.59354,8.82077,215,17.7,2.5,10.1,1.9,0.808,0,1.59,1.29,1.8,13217,1991,3,14,8,,,,,,
100106,15/03/1991,50.59354,8.82077,215,14.2,7.2,10.7,1.8,1.094,0,1.19,1.03,1.1,7221,1991,3,15,8,,,,,,
100106,16/03/1991,50.59354,8.82077,215,17.9,7.4,12.7,1.6,0.981,0,1.74,1.45,1.79,12007,1991,3,16,8,,,,,,
100106,17/03/1991,50.59354,8.82077,215,16.3,5.5,10.9,1.1,0.971,0,1.34,1.15,1.33,8232,1991,3,17,8,,,,,,
100106,18/03/1991,50.59354,8.82077,215,14.2,5.1,9.7,0.9,0.983,0,1.19,1.02,1.11,7403,1991,3,18,8,,,,,,
100106,19/03/1991,50.59354,8.82077,215,11.7,6.3,9,3,1.072,6.2,1.02,0.93,0.85,4555,1991,3,19,8,,,,,,
100106,20/03/1991,50.59354,8.82077,215,14.7,9.2,11.9,2.8,1.1,0.2,1.61,1.43,1.5,7362,1991,3,20,8,,,,,,
100106,21/03/1991,50.59354,8.82077,215,15.1,7.8,11.5,3.8,1.242,5,1.39,1.23,1.21,7161,1991,3,21,8,,,,,,
100106,22/03/1991,50.59354,8.82077,215,10.3,5.9,8.1,0.9,0.887,5.8,1.02,0.93,0.88,4492,1991,3,22,8,,,,,,
100106,23/03/1991,50.59354,8.82077,215,10.2,4.4,7.3,0.6,0.867,0.4,0.98,0.87,0.84,5016,1991,3,23,8,,,,,,
100106,24/03/1991,50.59354,8.82077,215,11,5.4,8.2,1.9,0.936,0,1.11,1,0.95,4948,1991,3,24,8,,,,,,
100106,25/03/1991,50.59354,8.82077,215,8.4,5.8,7.1,5.8,0.723,0,1.82,1.74,1.61,4272,1991,3,25,8,,,,,,
100106,26/03/1991,50.59354,8.82077,215,7.6,4.3,6,2.5,0.588,0.2,1.48,1.39,1.33,4618,1991,3,26,8,,,,,,
100106,27/03/1991,50.59354,8.82077,215,11.2,1.9,6.6,1.6,0.487,0,1.92,1.6,1.94,15992,1991,3,27,8,,,,,,
100106,28/03/1991,50.59354,8.82077,215,8.5,-0.7,3.9,1.9,0.418,0,1.78,1.5,1.75,14534,1991,3,28,8,,,,,,
100106,29/03/1991,50.59354,8.82077,215,7.8,-2.2,2.8,1.4,0.448,0,1.52,1.29,1.47,12628,1991,3,29,8,,,,,,
100106,30/03/1991,50.59354,8.82077,215,8.7,-2.6,3.1,1.1,0.484,0,1.47,1.24,1.41,12200,1991,3,30,8,,,,,,
100106,31/03/1991,50.59354,8.82077,215,10.1,0,5.1,1.1,0.68,0,1.32,1.15,1.22,8880,1991,3,31,8,,,,,,
100106,01/04/1991,50.59354,8.82077,215,13.6,2.1,7.9,2.5,0.92,0,1.45,1.26,1.3,8475,1991,4,1,8,,,,,,
100106,02/04/1991,50.59354,8.82077,215,17.6,8.7,13.2,1.9,0.89,0,2.41,2.1,2.32,12943,1991,4,2,8,,,,,,
100106,03/04/1991,50.59354,8.82077,215,16.2,6.5,11.4,2.4,0.909,0,2.42,2.09,2.32,13525,1991,4,3,8,,,,,,
100106,04/04/1991,50.59354,8.82077,215,13.7,4.1,8.9,2.3,0.803,0,1.81,1.63,1.72,8659,1991,4,4,8,,,,,,
100106,05/04/1991,50.59354,8.82077,215,13,6.8,9.9,2.3,0.738,0,2.18,1.92,2.05,11063,1991,4,5,8,,,,,,
100106,06/04/1991,50.59354,8.82077,215,14.4,1.3,7.9,1.5,0.656,0,2.24,1.88,2.17,16417,1991,4,6,8,,,,,,
100106,07/04/1991,50.59354,8.82077,215,12.8,6.1,9.5,2.7,0.847,0.2,2.12,1.87,1.91,11299,1991,4,7,8,,,,,,
100106,08/04/1991,50.59354,8.82077,215,12.2,6,9.1,1.9,0.862,0.4,1.91,1.68,1.69,10766,1991,4,8,8,,,,,,
100106,09/04/1991,50.59354,8.82077,215,14.6,7.4,11,1.3,0.798,0,2.38,2.04,2.19,15117,1991,4,9,8,,,,,,
100106,10/04/1991,50.59354,8.82077,215,17.4,2.4,9.9,0.9,0.685,0,2.44,2.04,2.3,17209,1991,4,10,8,,,,,,
100106,11/04/1991,50.59354,8.82077,215,18.6,5.9,12.3,1.6,0.614,0,3.03,2.57,3.02,19282,1991,4,11,8,,,,,,
100106,12/04/1991,50.59354,8.82077,215,20,5,12.5,1.1,0.773,0,3.02,2.53,2.89,20534,1991,4,12,8,,,,,,
100106,13/04/1991,50.59354,8.82077,215,19.3,6.9,13.1,1.4,0.788,0,3.17,2.68,3.01,20137,1991,4,13,8,,,,,,
100106,14/04/1991,50.59354,8.82077,215,19.7,6.9,13.3,2.3,0.728,0,3.13,2.76,3.08,15168,1991,4,14,8,,,,,,
100106,15/04/1991,50.59354,8.82077,215,20.1,6.1,13.1,1.4,0.773,0,3.16,2.69,3.03,19356,1991,4,15,8,,,,,,
100106,16/04/1991,50.59354,8.82077,215,13.4,3.3,8.4,3,0.636,0,2.74,2.42,2.59,14706,1991,4,16,8,,,,,,
100106,17/04/1991,50.59354,8.82077,215,8.8,2.2,5.5,2.3,0.689,0,1.96,1.73,1.72,11423,1991,4,17,8,,,,,,
100106,18/04/1991,50.59354,8.82077,215,6,-0.7,2.7,0.9,0.593,1,1.71,1.45,1.47,13971,1991,4,18,8,,,,,,
100106,19/04/1991,50.59354,8.82077,215,6.2,1.6,3.9,1.6,0.551,0.6,1.61,1.45,1.39,8768,1991,4,19,8,,,,,,
100106,20/04/1991,50.59354,8.82077,215,6.4,-2,2.2,2.2,0.467,0,2.14,1.85,1.87,16608,1991,4,20,8,,,,,,
100106,21/04/1991,50.59354,8.82077,215,7.3,-2.4,2.5,1.1,0.436,0,1.93,1.67,1.72,14808,1991,4,21,8,,,,,,
100106,22/04/1991,50.59354,8.82077,215,6.4,0.1,3.3,2.3,0.705,0.8,1.18,1.06,0.93,6443,1991,4,22,8,,,,,,
100106,23/04/1991,50.59354,8.82077,215,9.1,1.7,5.4,1.1,0.69,0.8,1.76,1.53,1.52,11163,1991,4,23,8,,,,,,
100106,24/04/1991,50.59354,8.82077,215,9.5,1.4,5.5,1.9,0.682,0,1.99,1.73,1.68,12803,1991,4,24,8,,,,,,
100106,25/04/1991,50.59354,8.82077,215,12.3,0.6,6.5,1.6,0.629,0,2.58,2.22,2.3,17766,1991,4,25,8,,,,,,
100106,26/04/1991,50.59354,8.82077,215,12.8,2.3,7.6,1.8,0.649,0,2.6,2.25,2.3,16219,1991,4,26,8,,,,,,
100106,27/04/1991,50.59354,8.82077,215,14.6,0.6,7.6,1.3,0.629,0.2,2.54,2.2,2.31,16147,1991,4,27,8,,,,,,
100106,28/04/1991,50.59354,8.82077,215,15.2,2.5,8.8,1.6,0.639,5.2,2.34,2.09,2.18,11406,1991,4,28,8,,,,,,
100106,29/04/1991,50.59354,8.82077,215,12.3,2.2,7.2,0.9,0.675,0,2.03,1.79,1.76,11597,1991,4,29,8,,,,,,
100106,30/04/1991,50.59354,8.82077,215,9.8,4,6.9,0.9,0.945,10.2,1.25,1.12,1.02,6427,1991,4,30,8,,,,,,
100106,01/05/1991,50.59354,8.82077,215,9.7,5.2,7.4,2.4,0.796,0.6,1.64,1.5,1.37,6408,1991,5,1,8,,,,,,
100106,02/05/1991,50.59354,8.82077,215,7.9,5.1,6.5,1.1,0.888,0,1.24,1.12,0.99,6040,1991,5,2,8,,,,,,
100106,03/05/1991,50.59354,8.82077,215,9.9,4.1,7,1.3,0.694,0,2.34,2.04,1.98,14410,1991,5,3,8,,,,,,
100106,04/05/1991,50.59354,8.82077,215,8.3,4.1,6.2,1.4,0.811,0,1.41,1.28,1.16,6636,1991,5,4,8,,,,,,
100106,05/05/1991,50.59354,8.82077,215,11.1,2.3,6.7,0.7,0.788,0.4,1.61,1.44,1.36,8489,1991,5,5,8,,,,,,
100106,06/05/1991,50.59354,8.82077,215,13.2,2.5,7.9,1.6,0.778,0,2.34,2.04,2,13702,1991,5,6,8,,,,,,
100106,07/05/1991,50.59354,8.82077,215,13.5,4.6,9.1,0.9,0.862,0,2.41,2.1,2.06,14240,1991,5,7,8,,,,,,
100106,08/05/1991,50.59354,8.82077,215,14.8,4.7,9.8,1.8,0.776,0,2.89,2.53,2.54,15877,1991,5,8,8,,,,,,
100106,09/05/1991,50.59354,8.82077,215,14.8,5,9.9,1.9,0.789,0,3.1,2.71,2.7,17023,1991,5,9,8,,,,,,
100106,10/05/1991,50.59354,8.82077,215,18.3,3.8,11.1,1.9,0.928,9,3.23,2.81,2.9,17767,1991,5,10,8,,,,,,
100106,11/05/1991,50.59354,8.82077,215,17.6,10.1,13.9,2,0.925,4,3.06,2.75,2.74,12807,1991,5,11,8,,,,,,
100106,12/05/1991,50.59354,8.82077,215,13.8,8.5,11.2,2,0.922,5.4,2.59,2.32,2.19,11798,1991,5,12,8,,,,,,
100106,13/05/1991,50.59354,8.82077,215,19.1,2.9,11,1.1,0.943,0,3.52,3.02,3.09,21565,1991,5,13,8,,,,,,
100106,14/05/1991,50.59354,8.82077,215,15.1,8.6,11.8,1.9,1.077,5.2,2.5,2.22,2.08,11838,1991,5,14,8,,,,,,
100106,15/05/1991,50.59354,8.82077,215,11.6,4.6,8.1,1.8,0.768,0,2.48,2.19,2.07,13476,1991,5,15,8,,,,,,
100106,16/05/1991,50.59354,8.82077,215,10.8,3.1,7,1.1,0.81,0.4,2.16,1.9,1.8,12662,1991,5,16,8,,,,,,
100106,17/05/1991,50.59354,8.82077,215,11.1,4.7,7.9,1.4,0.783,0,1.91,1.72,1.59,8755,1991,5,17,8,,,,,,
100106,18/05/1991,50.59354,8.82077,215,13.3,1.8,7.6,0.9,0.825,0,2.62,2.26,2.21,16719,1991,5,18,8,,,,,,
100106,19/05/1991,50.59354,8.82077,215,15.8,4.3,10.1,1.3,0.793,0,3.12,2.72,2.7,17607,1991,5,19,8,,,,,,
100106,20/05/1991,50.59354,8.82077,215,18.8,7.7,13.3,1.4,1.1,0,2.69,2.39,2.31,12237,1991,5,20,8,,,,,,
100106,21/05/1991,50.59354,8.82077,215,19.9,12.3,16.1,1.3,1.442,0,2.97,2.63,2.48,13147,1991,5,21,8,,,,,,
100106,22/05/1991,50.59354,8.82077,215,20.4,11,15.7,2.4,1.07,0,3.89,3.46,3.47,16619,1991,5,22,8,,,,,,
100106,23/05/1991,50.59354,8.82077,215,13.6,6.5,10.1,2.3,0.767,0,3.23,2.85,2.75,16195,1991,5,23,8,,,,,,
100106,24/05/1991,50.59354,8.82077,215,13.6,4.7,9.2,1.8,0.699,0,3.21,2.83,2.76,17514,1991,5,24,8,,,,,,
100106,25/05/1991,50.59354,8.82077,215,13.5,5.2,9.4,2,0.948,2.4,2.63,2.31,2.15,14024,1991,5,25,8,,,,,,
100106,26/05/1991,50.59354,8.82077,215,14.6,8.4,11.5,1.6,1.05,0,2.74,2.42,2.28,13516,1991,5,26,8,,,,,,
100106,27/05/1991,50.59354,8.82077,215,16,6.9,11.5,1.6,0.983,0,3.2,2.8,2.69,16771,1991,5,27,8,,,,,,
100106,28/05/1991,50.59354,8.82077,215,17.7,5.9,11.8,1.1,0.961,0,2.88,2.53,2.47,14320,1991,5,28,8,,,,,,
100106,29/05/1991,50.59354,8.82077,215,21,7.3,14.1,1.1,1.006,0,3.97,3.45,3.45,20720,1991,5,29,8,,,,,,
100106,30/05/1991,50.59354,8.82077,215,22.8,8.6,15.7,1.1,1.082,0,4.51,3.91,3.91,23319,1991,5,30,8,,,,,,
100106,31/05/1991,50.59354,8.82077,215,23.2,9.8,16.5,1.6,1.259,0,4.86,4.22,4.16,24426,1991,5,31,8,,,,,,
100106,01/06/1991,50.59354,8.82077,215,16.5,8.7,12.6,2,0.789,0,4.31,3.77,3.69,22455,1991,6,1,8,,,,,,
100106,02/06/1991,50.59354,8.82077,215,19,4.2,11.6,0.8,0.81,0,4.12,3.54,3.56,24706,1991,6,2,8,,,,,,
100106,03/06/1991,50.59354,8.82077,215,16.5,8.5,12.5,2.7,0.913,0,3.44,3.08,2.96,14911,1991,6,3,8,,,,,,
100106,04/06/1991,50.59354,8.82077,215,14,6.1,10,1.8,0.867,0.2,3.25,2.85,2.68,17744,1991,6,4,8,,,,,,
100106,05/06/1991,50.59354,8.82077,215,15,3,9,1.4,0.687,2,3.63,3.14,3.1,21877,1991,6,5,8,,,,,,
100106,06/06/1991,50.59354,8.82077,215,13.8,7.1,10.5,0.9,1.103,2.4,2.23,1.97,1.81,11374,1991,6,6,8,,,,,,
100106,07/06/1991,50.59354,8.82077,215,16.1,9.9,13,1.4,1.385,4,1.94,1.73,1.56,8297,1991,6,7,8,,,,,,
100106,08/06/1991,50.59354,8.82077,215,18.8,11.4,15.1,1.4,1.234,0.2,2.87,2.56,2.4,11929,1991,6,8,8,,,,,,
100106,09/06/1991,50.59354,8.82077,215,17.2,10.7,14,2.5,1.374,6.8,2.58,2.3,2.06,11111,1991,6,9,8,,,,,,
100106,10/06/1991,50.59354,8.82077,215,17.4,11,14.2,2.3,1.31,1.6,3.52,3.11,2.84,16473,1991,6,10,8,,,,,,
100106,11/06/1991,50.59354,8.82077,215,17.8,11.3,14.6,1.4,1.033,0,3.62,3.19,3.06,16879,1991,6,11,8,,,,,,
100106,12/06/1991,50.59354,8.82077,215,22.7,12.2,17.4,2.3,1.201,0.4,3.98,3.54,3.44,16093,1991,6,12,8,,,,,,
100106,13/06/1991,50.59354,8.82077,215,18.5,11.7,15.1,3.3,1.084,2,3.43,3.12,2.93,12473,1991,6,13,8,,,,,,
100106,14/06/1991,50.59354,8.82077,215,19.4,8.7,14,2.3,0.976,1.2,4.83,4.22,4.11,24322,1991,6,14,8,,,,,,
100106,15/06/1991,50.59354,8.82077,215,20.8,11.2,16,1.8,1.364,0,3.29,2.92,2.78,13950,1991,6,15,8,,,,,,
100106,16/06/1991,50.59354,8.82077,215,17.5,11.8,14.7,1.6,1.09,3.8,2.67,2.43,2.29,9421,1991,6,16,8,,,,,,
100106,17/06/1991,50.59354,8.82077,215,16.9,8.7,12.8,0.9,1.085,1.6,2.66,2.36,2.22,12251,1991,6,17,8,,,,,,
100106,18/06/1991,50.59354,8.82077,215,16.3,9.4,12.9,1.3,1.212,2.6,2.4,2.14,1.99,10678,1991,6,18,8,,,,,,
100106,19/06/1991,50.59354,8.82077,215,14,8,11,2.5,1.082,1,2.36,2.12,1.87,10443,1991,6,19,8,,,,,,
100106,20/06/1991,50.59354,8.82077,215,13.7,8.6,11.2,2.3,1.219,8.2,1.91,1.72,1.47,8417,1991,6,20,8,,,,,,
100106,21/06/1991,50.59354,8.82077,215,20.7,8.8,14.8,1.9,1.406,0.2,4.13,3.6,3.38,20987,1991,6,21,8,,,,,,
100106,22/06/1991,50.59354,8.82077,215,21.6,14.4,18,1.6,1.794,0.4,3.19,2.82,2.62,13361,1991,6,22,8,,,,,,
100106,23/06/1991,50.59354,8.82077,215,21.8,12.8,17.3,1.9,1.529,0.4,3.9,3.44,3.23,17155,1991,6,23,8,,,,,,
100106,24/06/1991,50.59354,8.82077,215,22.2,14.6,18.4,1.6,1.615,0.6,3.67,3.25,3.05,15195,1991,6,24,8,,,,,,
100106,25/06/1991,50.59354,8.82077,215,22.7,14.3,18.5,1.6,1.929,0.8,3.26,2.88,2.62,14015,1991,6,25,8,,,,,,
100106,26/06/1991,50.59354,8.82077,215,20.5,14.8,17.7,1.9,1.539,0,3.7,3.27,3.03,15655,1991,6,26,8,,,,,,
100106,27/06/1991,50.59354,8.82077,215,18.3,9.6,14,2.7,1.209,6.4,3.33,2.97,2.75,14885,1991,6,27,8,,,,,,
100106,28/06/1991,50.59354,8.82077,215,13.9,9.8,11.8,2.7,1.135,5.6,2.59,2.32,2.04,11655,1991,6,28,8,,,,,,
100106,29/06/1991,50.59354,8.82077,215,16.3,9.5,12.9,2,1.065,1.4,3.09,2.75,2.59,13810,1991,6,29,8,,,,,,
100106,30/06/1991,50.59354,8.82077,215,20.9,7.5,14.2,2.3,1.338,0,3.35,2.95,2.81,16024,1991,6,30,8,,,,,,
100106,01/07/1991,50.59354,8.82077,215,25.3,15,20.2,1.4,1.784,0,3.98,3.52,3.33,16376,1991,7,1,8,,,,,,
100106,02/07/1991,50.59354,8.82077,215,28.5,16.3,22.4,1.4,1.582,0,6.06,5.29,5.15,26397,1991,7,2,8,,,,,,
100106,03/07/1991,50.59354,8.82077,215,27.9,16.1,22,1.9,1.48,0,6.13,5.38,5.31,26152,1991,7,3,8,,,,,,
100106,04/07/1991,50.59354,8.82077,215,26.4,16.5,21.4,1.9,1.685,0,5.44,4.79,4.61,22778,1991,7,4,8,,,,,,
