GRID_NO,date,LATITUDE,LONGITUDE,ALTITUDE,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,WINDSPEED,VAPOURPRESSURE,PRECIPITATION,E0,ES0,ET0,RADIATION,YEAR,MONTH,DAY,SUNSHINE_CALC,HUMIDITY_06H,HUMIDITY_09H,HUMIDITY_12H,HUMIDITY_15H,HUMIDITY_18H,SNOWDEPTH
100106,16/06/1999,50.59354,8.82077,215,23.8,11.7,17.8,0.8,1.276,0,3.49,3.09,2.96,14907,1999,6,16,8,,,,,,
100106,17/06/1999,50.59354,8.82077,215,26.7,10.9,18.8,1.7,1.316,0,5.38,4.7,4.76,25018,1999,6,17,8,,,,,,
100106,18/06/1999,50.59354,8.82077,215,19.8,11.3,15.6,1.8,0.997,0,4.35,3.83,3.77,20236,1999,6,18,8,,,,,,
100106,19/06/1999,50.59354,8.82077,215,21.4,8.3,14.9,0.9,1.007,0,4.18,3.63,3.59,21568,1999,6,19,8,,,,,,
100106,20/06/1999,50.59354,8.82077,215,23,9.7,16.4,1.9,1.216,2,4.21,3.71,3.69,19043,1999,6,20,8,,,,,,
100106,21/06/1999,50.59354,8.82077,215,18.5,9.1,13.8,1.9,1.117,7,4.13,3.61,3.44,21037,1999,6,21,8,,,,,,
100106,22/06/1999,50.59354,8.82077,215,18,9.6,13.8,1.4,0.947,0,3.72,3.28,3.18,17977,1999,6,22,8,,,,,,
100106,23/06/1999,50.59354,8.82077,215,20,6.2,13.1,0.6,0.977,0,3.09,2.72,2.61,15315,1999,6,23,8,,,,,,
100106,24/06/1999,50.59354,8.82077,215,21.4,7,14.2,0.9,1.027,0,3.75,3.28,3.24,19032,1999,6,24,8,,,,,,
100106,25/06/1999,50.59354,8.82077,215,24.5,8,16.3,1,0.987,0,5.21,4.48,4.58,27796,1999,6,25,8,,,,,,
100106,26/06/1999,50.59354,8.82077,215,26.6,8.7,17.7,1.3,1.157,1,5.26,4.56,4.68,26058,1999,6,26,8,,,,,,
100106,27/06/1999,50.59354,8.82077,215,24.9,16.4,20.7,1.9,1.605,2,3.85,3.46,3.35,13961,1999,6,27,8,,,,,,
100106,28/06/1999,50.59354,8.82077,215,21,12.7,16.9,1.4,1.196,0.1,3.76,3.33,3.22,16208,1999,6,28,8,,,,,,
100106,29/06/1999,50.59354,8.82077,215,22.6,11.7,17.2,1.5,1.356,1,3.25,2.91,2.81,13011,1999,6,29,8,,,,,,
100106,30/06/1999,50.59354,8.82077,215,23.6,16.1,19.9,1.5,1.715,0.4,3.2,2.87,2.69,11804,1999,6,30,8,,,,,,
100106,01/07/1999,50.59354,8.82077,215,23.7,13.8,18.8,1.3,1.476,0.1,3.99,3.52,3.38,17096,1999,7,1,8,,,,,,
100106,02/07/1999,50.59354,8.82077,215,27.2,13.2,20.2,1,1.515,0,5.73,4.96,4.87,27288,1999,7,2,8,,,,,,
100106,03/07/1999,50.59354,8.82077,215,33.3,12.8,23.1,1.6,1.635,0,6.47,5.65,5.85,28060,1999,7,3,8,,,,,,
100106,04/07/1999,50.59354,8.82077,215,29.3,18,23.7,0.8,1.934,1.4,4.8,4.23,3.99,19425,1999,7,4,8,,,,,,
100106,05/07/1999,50.59354,8.82077,215,28.4,19.2,23.8,1.7,1.805,2.1,6.21,5.45,5.26,25624,1999,7,5,8,,,,,,
100106,06/07/1999,50.59354,8.82077,215,18.4,16.6,17.5,0.9,1.775,41,2.3,2.06,1.85,9192,1999,7,6,8,,,,,,
100106,07/07/1999,50.59354,8.82077,215,23.8,14.6,19.2,0.9,1.715,3.8,3.49,3.09,2.89,14858,1999,7,7,8,,,,,,
100106,08/07/1999,50.59354,8.82077,215,21.8,14.6,18.2,0.7,1.755,12,3.01,2.66,2.46,12984,1999,7,8,8,,,,,,
100106,09/07/1999,50.59354,8.82077,215,21.6,13.3,17.5,1.5,1.456,0,3.9,3.43,3.26,17581,1999,7,9,8,,,,,,
100106,10/07/1999,50.59354,8.82077,215,27,15.4,21.2,1.7,1.595,0,4.55,4.03,3.98,18211,1999,7,10,8,,,,,,
100106,11/07/1999,50.59354,8.82077,215,27.7,18.1,22.9,1.7,1.685,0,5.28,4.66,4.55,21212,1999,7,11,8,,,,,,
100106,12/07/1999,50.59354,8.82077,215,27.8,17.6,22.7,0.8,1.954,5,3.77,3.35,3.13,14591,1999,7,12,8,,,,,,
100106,13/07/1999,50.59354,8.82077,215,27.8,16.9,22.4,1,1.904,0.1,3.76,3.34,3.16,14428,1999,7,13,8,,,,,,
100106,14/07/1999,50.59354,8.82077,215,22.3,17.1,19.7,1.7,1.615,1.7,4.12,3.64,3.44,17157,1999,7,14,8,,,,,,
100106,15/07/1999,50.59354,8.82077,215,19.3,12.7,16,1.4,1.386,0.2,3.01,2.67,2.5,13048,1999,7,15,8,,,,,,
100106,16/07/1999,50.59354,8.82077,215,23,12,17.5,1.2,1.376,0,3.96,3.47,3.38,18395,1999,7,16,8,,,,,,
100106,17/07/1999,50.59354,8.82077,215,26.4,10.2,18.3,0.7,1.316,0,5.33,4.57,4.58,27923,1999,7,17,8,,,,,,
100106,18/07/1999,50.59354,8.82077,215,30.1,12.4,21.3,0.9,1.456,0,5.83,5.02,5.07,28132,1999,7,18,8,,,,,,
100106,19/07/1999,50.59354,8.82077,215,31,15.5,23.3,1,1.655,3,5.52,4.81,4.77,24153,1999,7,19,8,,,,,,
100106,20/07/1999,50.59354,8.82077,215,28.1,18.7,23.4,1.5,1.745,0.1,4.81,4.26,4.15,18875,1999,7,20,8,,,,,,
100106,21/07/1999,50.59354,8.82077,215,23.8,18,20.9,1.9,1.356,0,4.29,3.83,3.81,16218,1999,7,21,8,,,,,,
100106,22/07/1999,50.59354,8.82077,215,20.9,13.2,17.1,1.8,1.186,5,3.48,3.11,3.06,13958,1999,7,22,8,,,,,,
100106,23/07/1999,50.59354,8.82077,215,17.4,12.9,15.2,1.7,1.276,0,2.58,2.32,2.16,10141,1999,7,23,8,,,,,,
100106,24/07/1999,50.59354,8.82077,215,24.3,9.3,16.8,0.7,1.386,0,3.09,2.72,2.65,14128,1999,7,24,8,,,,,,
100106,25/07/1999,50.59354,8.82077,215,28,13.3,20.7,0.5,1.625,0,4.15,3.62,3.48,18880,1999,7,25,8,,,,,,
100106,26/07/1999,50.59354,8.82077,215,26.4,14.9,20.7,1.2,1.705,0,4.86,4.23,4.11,22320,1999,7,26,8,,,,,,
100106,27/07/1999,50.59354,8.82077,215,25.9,13.7,19.8,1.5,1.366,0,4.25,3.74,3.77,18249,1999,7,27,8,,,,,,
100106,28/07/1999,50.59354,8.82077,215,26.6,12.7,19.7,1.5,1.137,0,5.48,4.72,4.96,27354,1999,7,28,8,,,,,,
100106,29/07/1999,50.59354,8.82077,215,27.8,13.2,20.5,1.4,1.107,0,5.44,4.68,4.98,26763,1999,7,29,8,,,,,,
100106,30/07/1999,50.59354,8.82077,215,27.8,13.6,20.7,1.2,1.166,0,4.74,4.12,4.29,21927,1999,7,30,8,,,,,,
100106,31/07/1999,50.59354,8.82077,215,29.2,12.4,20.8,0.9,1.216,0,4.41,3.84,3.94,20317,1999,7,31,8,,,,,,
100106,01/08/1999,50.59354,8.82077,215,29.5,14.2,21.9,0.9,1.216,0,4.51,3.93,4.02,20376,1999,8,1,8,,,,,,
100106,02/08/1999,50.59354,8.82077,215,30.2,13.7,22,0.9,1.117,0,4.72,4.08,4.27,22222,1999,8,2,8,,,,,,
100106,03/08/1999,50.59354,8.82077,215,29.5,13.3,21.4,0.9,1.206,0,4.35,3.78,3.89,19722,1999,8,3,8,,,,,,
100106,04/08/1999,50.59354,8.82077,215,29.6,15.3,22.5,0.8,1.456,12,4.86,4.2,4.22,22703,1999,8,4,8,,,,,,
100106,05/08/1999,50.59354,8.82077,215,27.9,17.6,22.8,1.1,1.854,12,3.52,3.13,3.01,13353,1999,8,5,8,,,,,,
100106,06/08/1999,50.59354,8.82077,215,28.4,15.1,21.8,0.8,1.695,0,4.35,3.78,3.71,19751,1999,8,6,8,,,,,,
100106,07/08/1999,50.59354,8.82077,215,26.2,18.9,22.6,1.5,1.695,0.1,3.61,3.23,3.16,13102,1999,8,7,8,,,,,,
100106,08/08/1999,50.59354,8.82077,215,26.4,12.7,19.6,1.1,1.595,0.8,3.03,2.69,2.67,12283,1999,8,8,8,,,,,,
100106,09/08/1999,50.59354,8.82077,215,26.6,14.5,20.6,1.4,1.665,1.5,4.06,3.55,3.54,18127,1999,8,9,8,,,,,,
100106,10/08/1999,50.59354,8.82077,215,23.1,15.5,19.3,1.4,1.745,5,3,2.65,2.53,12532,1999,8,10,8,,,,,,
100106,11/08/1999,50.59354,8.82077,215,19.6,15.5,17.6,1.1,1.426,0,2.34,2.11,1.97,8591,1999,8,11,8,,,,,,
100106,12/08/1999,50.59354,8.82077,215,20.1,9.8,15,0.9,1.097,0,2.77,2.43,2.4,13272,1999,8,12,8,,,,,,
100106,13/08/1999,50.59354,8.82077,215,22.4,7.3,14.9,0.7,1.077,0,3.44,2.94,3.04,19787,1999,8,13,8,,,,,,
100106,14/08/1999,50.59354,8.82077,215,16.8,10.7,13.8,1.6,1.456,14,1.74,1.55,1.4,7679,1999,8,14,8,,,,,,
100106,15/08/1999,50.59354,8.82077,215,20.6,13.4,17,1.8,1.456,3,2.94,2.59,2.52,13057,1999,8,15,8,,,,,,
100106,16/08/1999,50.59354,8.82077,215,19.1,12.7,15.9,1.2,1.426,2,2.24,2,1.89,9537,1999,8,16,8,,,,,,
100106,17/08/1999,50.59354,8.82077,215,19.7,12,15.9,1.5,1.246,0,2.86,2.52,2.5,13277,1999,8,17,8,,,,,,
100106,18/08/1999,50.59354,8.82077,215,21.7,9.6,15.7,2.1,1.376,3,2.55,2.27,2.31,10999,1999,8,18,8,,,,,,
100106,19/08/1999,50.59354,8.82077,215,21.4,12.5,17,2.5,1.176,0,4.04,3.51,3.67,19822,1999,8,19,8,,,,,,
100106,20/08/1999,50.59354,8.82077,215,20.2,10.3,15.3,1.8,1.256,0,2.84,2.49,2.52,13649,1999,8,20,8,,,,,,
100106,21/08/1999,50.59354,8.82077,215,21,11.8,16.4,1.1,1.206,0,3.22,2.78,2.84,16953,1999,8,21,8,,,,,,
100106,22/08/1999,50.59354,8.82077,215,20.3,6.7,13.5,0.9,0.987,0,3.39,2.85,3.07,22036,1999,8,22,8,,,,,,
100106,23/08/1999,50.59354,8.82077,215,23.6,6.7,15.2,1,1.047,0,3.6,3.03,3.34,22278,1999,8,23,8,,,,,,
100106,24/08/1999,50.59354,8.82077,215,25.7,9.1,17.4,1.1,1.176,0,3.12,2.71,2.92,15464,1999,8,24,8,,,,,,
100106,25/08/1999,50.59354,8.82077,215,28.8,14.5,21.7,1.1,1.386,0.1,3.83,3.31,3.52,18106,1999,8,25,8,,,,,,
100106,26/08/1999,50.59354,8.82077,215,21.5,18.2,19.9,1.1,1.795,7,2.05,1.85,1.72,7095,1999,8,26,8,,,,,,
100106,27/08/1999,50.59354,8.82077,215,25.6,16.3,21,1,1.715,0.1,2.98,2.61,2.57,12815,1999,8,27,8,,,,,,
100106,28/08/1999,50.59354,8.82077,215,22.7,15.3,19,1,1.486,0.1,2.57,2.27,2.23,10847,1999,8,28,8,,,,,,
100106,29/08/1999,50.59354,8.82077,215,24.1,11,17.6,0.9,1.256,0,3.61,3.03,3.27,21524,1999,8,29,8,,,,,,
100106,30/08/1999,50.59354,8.82077,215,25.1,10,17.6,0.8,1.326,0,2.94,2.52,2.65,15690,1999,8,30,8,,,,,,
100106,31/08/1999,50.59354,8.82077,215,22.3,13.5,17.9,1,1.336,0,2.58,2.26,2.28,11877,1999,8,31,8,,,,,,
100106,01/09/1999,50.59354,8.82077,215,19.9,11.6,15.8,1.1,1.386,0,1.81,1.63,1.58,7177,1999,9,1,8,,,,,,
100106,02/09/1999,50.59354,8.82077,215,23.4,9.8,16.6,1.1,1.117,0,3.4,2.84,3.19,21333,1999,9,2,8,,,,,,
100106,03/09/1999,50.59354,8.82077,215,25.8,9.6,17.7,1.5,1.157,0,3.56,3,3.51,20965,1999,9,3,8,,,,,,
100106,04/09/1999,50.59354,8.82077,215,27.6,14.6,21.1,1.2,1.446,0,3.29,2.84,3.06,15717,1999,9,4,8,,,,,,
100106,05/09/1999,50.59354,8.82077,215,26.1,11.6,18.9,0.9,1.326,0,3.39,2.84,3.13,20119,1999,9,5,8,,,,,,
100106,06/09/1999,50.59354,8.82077,215,23.8,10.9,17.4,0.7,1.555,14,2.3,1.98,2.02,11893,1999,9,6,8,,,,,,
100106,07/09/1999,50.59354,8.82077,215,25.5,14.8,20.2,0.9,1.705,0,2.65,2.3,2.32,12579,1999,9,7,8,,,,,,
100106,08/09/1999,50.59354,8.82077,215,26.8,14.6,20.7,0.6,1.635,0,3.23,2.73,2.83,17919,1999,9,8,8,,,,,,
100106,09/09/1999,50.59354,8.82077,215,28.3,12.6,20.5,0.7,1.525,0,3.22,2.7,2.92,18337,1999,9,9,8,,,,,,
100106,10/09/1999,50.59354,8.82077,215,28.7,13.9,21.3,1,1.575,0,3.13,2.67,2.9,16114,1999,9,10,8,,,,,,
100106,11/09/1999,50.59354,8.82077,215,28.6,13,20.8,1,1.386,0,3.31,2.76,3.16,19151,1999,9,11,8,,,,,,
100106,12/09/1999,50.59354,8.82077,215,29.9,11.5,20.7,0.6,1.446,0,3.07,2.56,2.83,18246,1999,9,12,8,,,,,,
100106,13/09/1999,50.59354,8.82077,215,30.3,13.6,22,0.7,1.515,0,3.18,2.66,2.93,18102,1999,9,13,8,,,,,,
100106,14/09/1999,50.59354,8.82077,215,30,13,21.5,0.6,1.486,0,3.04,2.53,2.79,17851,1999,9,14,8,,,,,,
100106,15/09/1999,50.59354,8.82077,215,29.8,13.3,21.6,1.1,1.525,1,2.95,2.51,2.87,15366,1999,9,15,8,,,,,,
100106,16/09/1999,50.59354,8.82077,215,21.4,13.7,17.6,1.5,1.127,0,2.68,2.26,2.64,15658,1999,9,16,8,,,,,,
100106,17/09/1999,50.59354,8.82077,215,22,6.8,14.4,0.9,1.196,0.1,1.86,1.59,1.79,11011,1999,9,17,8,,,,,,
100106,18/09/1999,50.59354,8.82077,215,20.6,11.9,16.3,0.9,1.306,0,2.03,1.72,1.86,11741,1999,9,18,8,,,,,,
100106,19/09/1999,50.59354,8.82077,215,25.8,10.5,18.2,0.9,1.396,0,2.15,1.84,2.06,11631,1999,9,19,8,,,,,,
100106,20/09/1999,50.59354,8.82077,215,25.6,14.8,20.2,1.3,1.456,1.3,2.29,2.01,2.21,10081,1999,9,20,8,,,,,,
100106,21/09/1999,50.59354,8.82077,215,20.8,13.1,17,1.5,1.356,1,2.04,1.76,1.94,10491,1999,9,21,8,,,,,,
100106,22/09/1999,50.59354,8.82077,215,20.9,13.3,17.1,1.7,1.615,4,1.52,1.36,1.39,5929,1999,9,22,8,,,,,,
100106,23/09/1999,50.59354,8.82077,215,24.2,16.2,20.2,1.4,1.745,5,2.13,1.85,1.97,9981,1999,9,23,8,,,,,,
100106,24/09/1999,50.59354,8.82077,215,24.8,12.1,18.5,1,1.406,0,2.32,1.9,2.27,15468,1999,9,24,8,,,,,,
100106,25/09/1999,50.59354,8.82077,215,20.7,13,16.9,0.5,1.585,14,1.32,1.17,1.13,5813,1999,9,25,8,,,,,,
100106,26/09/1999,50.59354,8.82077,215,19.2,14.1,16.7,1.3,1.446,5.1,1.56,1.38,1.43,6920,1999,9,26,8,,,,,,
100106,27/09/1999,50.59354,8.82077,215,19.1,12.8,16,1.7,1.316,0.1,1.67,1.48,1.61,7619,1999,9,27,8,,,,,,
100106,28/09/1999,50.59354,8.82077,215,17.7,13.6,15.7,1.9,1.336,1,1.61,1.42,1.52,7145,1999,9,28,8,,,,,,
100106,29/09/1999,50.59354,8.82077,215,17,11.9,14.5,1.8,1.515,8,1.09,0.97,0.94,4758,1999,9,29,8,,,,,,
100106,30/09/1999,50.59354,8.82077,215,15.9,14,15,1.8,1.476,2.7,1.2,1.08,1.06,4978,1999,9,30,8,,,,,,
100106,01/10/1999,50.59354,8.82077,215,15.8,12.4,14.1,2.5,1.196,0.1,1.55,1.39,1.52,6420,1999,10,1,8,,,,,,
100106,02/10/1999,50.59354,8.82077,215,17.3,13.1,15.2,2.4,1.306,9.5,1.47,1.35,1.42,4562,1999,10,2,8,,,,,,
100106,03/10/1999,50.59354,8.82077,215,14.6,8.9,11.8,1.8,1.057,0.6,1.29,1.12,1.27,7373,1999,10,3,8,,,,,,
100106,04/10/1999,50.59354,8.82077,215,13.7,8.2,11,1.3,0.997,0.1,1.15,1,1.1,6496,1999,10,4,8,,,,,,
100106,05/10/1999,50.59354,8.82077,215,14.4,4.5,9.5,1.2,0.937,1.1,1.02,0.88,1.02,6375,1999,10,5,8,,,,,,
100106,06/10/1999,50.59354,8.82077,215,11.8,5,8.4,1.3,0.947,0,0.87,0.78,0.8,4306,1999,10,6,8,,,,,,
100106,07/10/1999,50.59354,8.82077,215,14.6,7.4,11,0.9,0.967,0.1,1.05,0.92,1,5765,1999,10,7,8,,,,,,
100106,08/10/1999,50.59354,8.82077,215,11.5,7.7,9.6,1.3,1.107,3.4,0.79,0.7,0.7,4180,1999,10,8,8,,,,,,
100106,09/10/1999,50.59354,8.82077,215,14,10.6,12.3,2.1,1.346,0.3,0.88,0.76,0.76,4820,1999,10,9,8,,,,,,
100106,10/10/1999,50.59354,8.82077,215,15.1,13.1,14.1,1.5,1.396,0.1,0.98,0.88,0.88,4055,1999,10,10,8,,,,,,
100106,11/10/1999,50.59354,8.82077,215,17.8,12.8,15.3,1.3,1.336,0.1,1.16,1.03,1.11,5028,1999,10,11,8,,,,,,
100106,12/10/1999,50.59354,8.82077,215,16.2,8.6,12.4,0.6,0.987,0,0.97,0.75,1,8886,1999,10,12,8,,,,,,
100106,13/10/1999,50.59354,8.82077,215,15.2,3,9.1,0.7,0.857,0,0.76,0.52,0.96,11061,1999,10,13,8,,,,,,
100106,14/10/1999,50.59354,8.82077,215,12.6,2.2,7.4,0.7,0.927,0,0.66,0.56,0.66,4733,1999,10,14,8,,,,,,
100106,15/10/1999,50.59354,8.82077,215,16,8.1,12.1,0.9,1.027,0,0.93,0.77,0.96,6405,1999,10,15,8,,,,,,
100106,16/10/1999,50.59354,8.82077,215,13.2,1.1,7.2,1,0.738,0,0.59,0.33,0.92,12067,1999,10,16,8,,,,,,
100106,17/10/1999,50.59354,8.82077,215,10.8,-0.9,5,1.3,0.648,0,0.51,0.28,0.87,11924,1999,10,17,8,,,,,,
100106,18/10/1999,50.59354,8.82077,215,10.1,-1.1,4.5,1.4,0.618,0,0.51,0.3,0.85,10897,1999,10,18,8,,,,,,
100106,19/10/1999,50.59354,8.82077,215,10.3,-0.6,4.9,1.7,0.578,0,0.54,0.33,0.97,11163,1999,10,19,8,,,,,,
100106,20/10/1999,50.59354,8.82077,215,11.1,1.4,6.3,1.8,0.558,0,0.74,0.56,1.13,8978,1999,10,20,8,,,,,,
100106,21/10/1999,50.59354,8.82077,215,8.3,1.5,4.9,1.3,0.688,0,0.64,0.55,0.67,4419,1999,10,21,8,,,,,,
100106,22/10/1999,50.59354,8.82077,215,14,0.8,7.4,0.9,0.917,0.1,0.47,0.32,0.64,6899,1999,10,22,8,,,,,,
100106,23/10/1999,50.59354,8.82077,215,12.2,8.5,10.4,1.2,1.107,0.5,0.67,0.6,0.63,3294,1999,10,23,8,,,,,,
100106,24/10/1999,50.59354,8.82077,215,12.7,5.2,9,1.2,1.127,8,0.46,0.36,0.5,4599,1999,10,24,8,,,,,,
100106,25/10/1999,50.59354,8.82077,215,12.2,9.5,10.9,1.3,1.176,0.1,0.63,0.55,0.59,3410,1999,10,25,8,,,,,,
100106,26/10/1999,50.59354,8.82077,215,15,7.9,11.5,1.5,1.166,0.7,0.61,0.49,0.72,5277,1999,10,26,8,,,,,,
100106,27/10/1999,50.59354,8.82077,215,15.2,10.4,12.8,1.5,1.097,0,0.75,0.61,0.9,5714,1999,10,27,8,,,,,,
100106,28/10/1999,50.59354,8.82077,215,9,3.7,6.4,0.5,0.967,0,0.4,0.33,0.4,3028,1999,10,28,8,,,,,,
100106,29/10/1999,50.59354,8.82077,215,15.8,6.3,11.1,0.7,1.047,0,0.38,0.22,0.58,7057,1999,10,29,8,,,,,,
100106,30/10/1999,50.59354,8.82077,215,16.3,6.8,11.6,1.2,1.226,6,0.46,0.33,0.6,5264,1999,10,30,8,,,,,,
100106,31/10/1999,50.59354,8.82077,215,14.9,10.4,12.7,1.5,1.077,0,0.56,0.4,0.82,6519,1999,10,31,8,,,,,,
100106,01/11/1999,50.59354,8.82077,215,14.4,1.4,7.9,1.4,0.987,3,0.18,0.04,0.51,6846,1999,11,1,8,,,,,,
100106,02/11/1999,50.59354,8.82077,215,13.4,12,12.7,1,1.356,7.3,0.54,0.47,0.51,2781,1999,11,2,8,,,,,,
100106,03/11/1999,50.59354,8.82077,215,12.2,3.6,7.9,0.8,0.867,0,0.02,0,0.38,8086,1999,11,3,8,,,,,,
100106,04/11/1999,50.59354,8.82077,215,10.2,1.7,6,1,0.748,0,0.1,0,0.41,6842,1999,11,4,8,,,,,,
100106,05/11/1999,50.59354,8.82077,215,9.9,0.4,5.2,1.5,0.867,0.6,0.33,0.28,0.38,2643,1999,11,5,8,,,,,,
100106,06/11/1999,50.59354,8.82077,215,11.5,8.7,10.1,1.9,0.887,0.2,0.72,0.64,0.86,3516,1999,11,6,8,,,,,,
100106,07/11/1999,50.59354,8.82077,215,7.6,4.5,6.1,1.1,0.847,1,0.41,0.36,0.41,2555,1999,11,7,8,,,,,,
100106,08/11/1999,50.59354,8.82077,215,9.4,6,7.7,1.4,0.917,0.4,0.43,0.37,0.48,2960,1999,11,8,8,,,,,,
100106,09/11/1999,50.59354,8.82077,215,8.9,5.1,7,1.1,0.867,0,0.44,0.39,0.46,2533,1999,11,9,8,,,,,,
100106,10/11/1999,50.59354,8.82077,215,7.5,6.3,6.9,1.8,0.867,9,0.48,0.43,0.49,2429,1999,11,10,8,,,,,,
100106,11/11/1999,50.59354,8.82077,215,4.8,3.8,4.3,1.6,0.698,0,0.45,0.41,0.47,2389,1999,11,11,8,,,,,,
100106,12/11/1999,50.59354,8.82077,215,5.8,2.7,4.3,1,0.638,0,0.36,0.3,0.43,3085,1999,11,12,8,,,,,,
100106,13/11/1999,50.59354,8.82077,215,3.7,3.4,3.6,0.6,0.638,0,0.38,0.33,0.36,2311,1999,11,13,8,,,,,,
100106,14/11/1999,50.59354,8.82077,215,7.4,1.2,4.3,0.7,0.718,0.7,0.31,0.26,0.35,2514,1999,11,14,8,,,,,,
100106,15/11/1999,50.59354,8.82077,215,4.6,-2.4,1.1,1.1,0.489,0,0,0,0.17,6930,1999,11,15,8,,,,,,
100106,16/11/1999,50.59354,8.82077,215,2.9,-5.5,-1.3,1,0.449,0,0,0,0.08,6963,1999,11,16,8,,,,,,
100106,17/11/1999,50.59354,8.82077,215,3,-1,1,1.4,0.618,1.1,0.25,0.21,0.27,2167,1999,11,17,8,,,,,,
100106,18/11/1999,50.59354,8.82077,215,2,0.9,1.5,1.9,0.598,1.3,0.32,0.28,0.35,2191,1999,11,18,8,,,,,,
100106,19/11/1999,50.59354,8.82077,215,3.2,0.1,1.7,1.1,0.588,1.1,0.19,0.14,0.29,2841,1999,11,19,8,,,,,,
100106,20/11/1999,50.59354,8.82077,215,0.9,-0.4,0.3,1.1,0.568,0.4,0.24,0.2,0.26,2069,1999,11,20,8,,,,,,
100106,21/11/1999,50.59354,8.82077,215,0.8,-2.7,-0.9,1.1,0.469,0.1,0,0,0.17,4273,1999,11,21,8,,,,,,
100106,22/11/1999,50.59354,8.82077,215,0.5,-3.4,-1.4,1.3,0.538,3,0.16,0.13,0.19,2008,1999,11,22,8,,,,,,
100106,23/11/1999,50.59354,8.82077,215,4.7,0.5,2.6,1,0.718,0.1,0.18,0.14,0.22,2034,1999,11,23,8,,,,,,
100106,24/11/1999,50.59354,8.82077,215,3,1.6,2.3,0.9,0.728,0.6,0.16,0.12,0.19,1952,1999,11,24,8,,,,,,
100106,25/11/1999,50.59354,8.82077,215,5.7,2.8,4.3,1.5,0.818,1,0.19,0.15,0.22,1925,1999,11,25,8,,,,,,
100106,26/11/1999,50.59354,8.82077,215,5.5,4.3,4.9,1.8,0.808,0,0.25,0.21,0.29,1952,1999,11,26,8,,,,,,
100106,27/11/1999,50.59354,8.82077,215,6.9,0.5,3.7,1.4,0.738,0.3,0.23,0.19,0.3,1927,1999,11,27,8,,,,,,
100106,28/11/1999,50.59354,8.82077,215,9.9,3,6.5,1.8,0.837,0,0.09,0.03,0.34,3056,1999,11,28,8,,,,,,
100106,29/11/1999,50.59354,8.82077,215,7.2,2.2,4.7,1,0.668,0,0,0,0.12,4323,1999,11,29,8,,,,,,
100106,30/11/1999,50.59354,8.82077,215,8.7,-0.4,4.2,1.3,0.748,0,0,0,0.19,3250,1999,11,30,8,,,,,,
100106,01/12/1999,50.59354,8.82077,215,8.9,6.9,7.9,2.7,0.897,2,0.48,0.45,0.58,1785,1999,12,1,8,,,,,,
100106,02/12/1999,50.59354,8.82077,215,7.4,5.9,6.7,2.5,0.708,0.9,0.29,0.22,0.63,3086,1999,12,2,8,,,,,,
100106,03/12/1999,50.59354,8.82077,215,8.8,2.6,5.7,3.3,0.738,4.3,0.52,0.48,0.7,1898,1999,12,3,8,,,,,,
100106,04/12/1999,50.59354,8.82077,215,6.6,3.6,5.1,2,0.588,0.1,0.4,0.36,0.65,2480,1999,12,4,8,,,,,,
100106,05/12/1999,50.59354,8.82077,215,4.2,1.3,2.8,1.9,0.608,0.2,0.33,0.3,0.42,1811,1999,12,5,8,,,,,,
100106,06/12/1999,50.59354,8.82077,215,5,-2.2,1.4,2.2,0.668,0.1,0.13,0.1,0.2,1696,1999,12,6,8,,,,,,
100106,07/12/1999,50.59354,8.82077,215,6.6,4.9,5.8,2.5,0.847,4.4,0.27,0.24,0.33,1681,1999,12,7,8,,,,,,
100106,08/12/1999,50.59354,8.82077,215,8.7,4.4,6.6,2.3,0.818,0.2,0.19,0.14,0.41,2451,1999,12,8,8,,,,,,
100106,09/12/1999,50.59354,8.82077,215,9.6,6.7,8.2,2.6,0.897,0.4,0.5,0.46,0.6,1600,1999,12,9,8,,,,,,
100106,10/12/1999,50.59354,8.82077,215,4.2,0,2.1,2.8,0.642,0,0.23,0.2,0.37,2044,1999,12,10,8,,,,,,
100106,11/12/1999,50.59354,8.82077,215,9.2,0,4.6,2.8,0.64,12,0.23,0.2,0.37,2024,1999,12,11,8,,,,,,
100106,12/12/1999,50.59354,8.82077,215,6.9,-0.1,3.4,2.8,0.636,20,0.23,0.2,0.37,2034,1999,12,12,8,,,,,,
100106,13/12/1999,50.59354,8.82077,215,3.8,-0.3,1.8,2.8,0.631,2.9,0.23,0.2,0.36,2010,1999,12,13,8,,,,,,
100106,14/12/1999,50.59354,8.82077,215,3,-0.4,1.3,2.8,0.628,3,0.22,0.2,0.36,2016,1999,12,14,8,,,,,,
100106,15/12/1999,50.59354,8.82077,215,-0.1,-0.4,-0.2,2.8,0.627,1.1,0.22,0.2,0.36,1985,1999,12,15,8,,,,,,
100106,16/12/1999,50.59354,8.82077,215,3.6,-0.4,1.6,2.8,0.627,0.2,0.22,0.2,0.36,1965,1999,12,16,8,,,,,,
100106,17/12/1999,50.59354,8.82077,215,3,-0.5,1.3,2.8,0.626,2,0.22,0.2,0.35,1591,1999,12,17,8,,,,,,
100106,18/12/1999,50.59354,8.82077,215,3.4,0,1.7,1.3,0.688,2,0.1,0.07,0.15,1587,1999,12,18,8,,,,,,
100106,19/12/1999,50.59354,8.82077,215,2.8,-0.2,1.3,1.3,0.558,0.1,0,0,0.07,3525,1999,12,19,8,,,,,,
